COD Municipio;Cidade;COD UF;UF;Total de escolas federais;Total de escolas estaduais;Total de escolas municipais;Total de escolas privadas;Total de escolas sem creche;Total de escolas com creche;Escolas que não funcionam em prédio escolar;Escolas que funcionam em prédio escolar;Total de escolas que não funcionam em unidade de atendimento socio educativo;Total de escolas que funcionam em unidade de atendimento socio educativo;Total de escolas que não funcionam em unidade prisional;Total de escolas que funcionam em unidade prisional;Total de escolas que não funcionam em galpão / rancho / paiol / barracão;Total de escolas que funcionam em galpão / rancho / paiol / barracão;Total de escolas que não funcionam em salas de outra escola;Total de escolas que funcionam em salas de outra escola;Total de escolas que não funcionam em outros locais;Total de escolas que funcionam em outros locais;Total de escolas que não tem abastecimento de água da rede pública;Total de escolas que tem abastecimento de água da rede pública;Total de escolas que não não possuem abastecimento de água;Total de escolas que não possuem abastecimento de água;Total de escolas que não possuem energia elétrica da rede pública;Total de escolas que possuem energia elétrica da rede pública;Total de escolas que não não possuem energia elétrica;Total de escolas que não possuem energia elétrica;Total de matrículas;Total de docentes;Total de docentes em Creche;Total de docentes em Pré-escola;Total de docentes em 1ª Série;Total de docentes em 2ª Série;Total de docentes em 3ª Série;Total de docentes em 4ª Série;Total de docentes em 5ª Série;Total de docentes em 6ª Série;Total de docentes em 7ª Série;Total de docentes em 8ª Série;Total de docentes em 1º Ano;Total de docentes em 2º Ano;Total de docentes em 3º Ano;Total de docentes em 4º Ano;Total de docentes em 5º Ano;Total de docentes em 6º Ano;Total de docentes em 7º Ano;Total de docentes em 8º Ano;Total de docentes em 9º Ano;Total de docentes em 1º ano/1ª Série;Total de docentes em 2º ano/2ª Série;Total de docentes em 3ºano/3ª Série;Total de docentes em 4º ano/4ª Série;Total de docentes em Nao Seriada;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 1ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 2ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 3ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 4ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) Nao Seriada;Total de docentes em Modalidade Normal/Magistério 1ª Série;Total de docentes em Modalidade Normal/Magistério 2ª Série;Total de docentes em Modalidade Normal/Magistério 3ª Série;Total de docentes em Modalidade Normal/Magistério 4ª Série;Total de docentes em Concomitante;Total de docentes em Subsequente;Total de docentes em Ensino Fundamental - Projovem Urbano;Total de docentes em Nível Médio;Total de docentes em Curso FIC Concomitante;Total de docentes em Ensino Fundamental - Anos Iniciais;Total de docentes em Ensino Fundamental - Anos Finais;Total de docentes em Ensino Médio;Total de docentes em Nível Fundamental (EJA integrada à Educação Profissional de Nível Fundamental);Total de docentes em Curso Técnico Integrado na Modalidade EJA (EJA integrada à Educação Profissional de Nível Médio);Total de docentes em Nao aplicável para turmas de atendimento educacional especializado (AEE) e atividade complementar;
2704302;Maceió;27;AL;3,0;102,0;139,0;307,0;308;243,0;4,0;547;550;1,0;550;1,0;550;1,0;549;2,0;531;20,0;66,0;485,0;551,0;;;551;551;;221904;8452;602,0;975;;;;;;;;;1104;1113;1154;1138;1124,0;1929;1978;1959;1931;1805,0;1701,0;1571,0;;21,0;182,0;161,0;164,0;91,0;;;;;;55,0;273,0;;;2,0;263,0;633,0;547,0;;;;4,4
2111201;São José de Ribamar;21;MA;1,0;11,0;101,0;87,0;114;86,0;6,0;194;200;;200;;199;1,0;193;7,0;184;16,0;53,0;147,0;200,0;;;200;200;;49006;1893;223,0;362;;;;;;;;;175;183;180;174;176,0;364;395;379;341;233,0;227,0;199,0;;;;20,0;19,0;;44,0;;;;;9,0;10,0;;;;30,0;71,0;104,0;;;;4,2
2103000;Caxias;21;MA;1,0;19,0;223,0;18,0;222;39,0;8,0;253;261;;260;1,0;251;10,0;254;7,0;249;12,0;121,0;140,0;256,0;5,0;4,0;257;257;4,0;59038;2491;114,0;249;;;;;;;;;197;190;206;196;204,0;608;634;615;572;377,0;401,0;389,0;;;61,0;33,0;;;;;;;;2,0;36,0;;2,0;4,0;95,0;209,0;110,0;;25,0;;4,1
2919801;Macaúbas;29;BA;;2,0;90,0;4,0;47;49,0;;96;96;;96;;95;1,0;94;2,0;91;5,0;19,0;77,0;94,0;2,0;;96;96;;11032;655;75,0;45;;;;;;;;;25;23;23;25;27,0;257;263;260;248;65,0;55,0;59,0;;;33,0;27,0;24,0;20,0;;;;;;;8,0;;;;6,0;17,0;11,0;;7,0;;4,1
2610707;Paulista;26;PE;1,0;23,0;60,0;116,0;126;74,0;1,0;199;200;;200;;200;;199;1,0;183;17,0;13,0;187,0;197,0;3,0;;200;200;;62456;2547;144,0;362;;;;;;;;;269;312;330;343;331,0;580;588;594;559;445,0;438,0;416,0;;19,0;17,0;19,0;16,0;;;;;;;3,0;48,0;;;1,0;22,0;162,0;135,0;;;;4,2
2513703;Santa Rita;25;PB;1,0;18,0;61,0;66,0;73;73,0;;146;146;;146;;146;;145;1,0;136;10,0;30,0;116,0;146,0;;1,0;145;146;;37260;1510;96,0;194;;;;;;;;;172;170;171;164;175,0;351;351;363;364;252,0;269,0;236,0;;;62,0;37,0;17,0;;;;13,0;11,0;6,0;1,0;8,0;;;;56,0;105,0;52,0;;;;3,7
2928604;Santo Amaro;29;BA;1,0;4,0;62,0;11,0;36;42,0;;78;78;;78;;76;2,0;77;1,0;68;10,0;19,0;59,0;73,0;5,0;1,0;77;78;;14798;801;108,0;91;;;;;;;;;48;52;57;53;52,0;183;189;175;174;84,0;81,0;76,0;;;66,0;46,0;51,0;44,0;;;;;;;26,0;;;;32,0;42,0;15,0;;31,0;;3,6
2112605;Urbano Santos;21;MA;;4,0;64,0;3,0;37;34,0;4,0;67;71;;71;;70;1,0;71;;67;4,0;55,0;16,0;70,0;1,0;1,0;70;70;1,0;13943;697;49,0;64;;;;;;;;;28;25;25;39;56,0;137;133;143;134;79,0;85,0;80,0;;;;;;;;;;;;;;;;;32,0;61,0;12,0;;;;4,1
2601706;Belo Jardim;26;PE;1,0;10,0;57,0;16,0;66;18,0;;84;84;;84;;84;;82;2,0;78;6,0;24,0;60,0;84,0;;;84;84;;20307;910;64,0;132;;;;;;;;;73;75;80;74;79,0;176;183;166;161;103,0;105,0;91,0;;;58,0;62,0;62,0;;;5,0;;;5,0;;53,0;;;;18,0;76,0;54,0;;5,0;;4,3
2101400;Balsas;21;MA;;8,0;59,0;25,0;63;29,0;1,0;91;92;;91;1,0;89;3,0;88;4,0;80;12,0;25,0;67,0;89,0;3,0;1,0;91;91;1,0;27725;1187;61,0;171;;;;;;;;;153;176;235;259;258,0;359;378;351;335;169,0;175,0;159,0;;;8,0;8,0;8,0;;;;;;;2,0;1,0;;;;21,0;25,0;41,0;;;;4,1
2906006;Campo Formoso;29;BA;;5,0;116,0;7,0;50;78,0;1,0;127;128;;128;;127;1,0;125;3,0;106;22,0;67,0;61,0;127,0;1,0;;128;128;;18004;742;50,0;85;;;;;;;;;49;49;61;58;70,0;195;200;188;173;121,0;121,0;115,0;;;;;;;;;;;;;;;;;8,0;65,0;29,0;;;;3,5
2804805;Nossa Senhora do Socorro;28;SE;1,0;26,0;43,0;51,0;83;38,0;2,0;119;120;1,0;121;;121;;116;5,0;109;12,0;3,0;118,0;121,0;;;121;121;;42236;1687;105,0;216;;;;;;;;;169;176;212;210;210,0;416;413;404;407;276,0;257,0;229,0;;;17,0;;;;;;;;;;8,0;;;;25,0;141,0;67,0;;;;3,8
2307304;Juazeiro do Norte;23;CE;1,0;15,0;90,0;93,0;80;119,0;3,0;196;198;1,0;198;1,0;199;;196;3,0;184;15,0;22,0;177,0;199,0;;1,0;198;199;;74283;3355;450,0;502;;;;;;;;;330;327;332;320;332,0;689;730;685;630;375,0;338,0;312,0;;;71,0;86,0;87,0;;;;;;;14,0;86,0;;17,0;;29,0;92,0;65,0;4,0;58,0;;4,7
2924405;Pilão Arcado;29;BA;;1,0;109,0;4,0;107;7,0;1,0;113;114;;114;;110;4,0;113;1,0;113;1,0;100,0;14,0;114,0;;40,0;74;90;24,0;10473;544;40,0;57;;;;;;;;;28;23;34;33;34,0;168;178;164;156;35,0;36,0;29,0;;;;;;;;;;;;;;;;;;9,0;3,0;;;;3,2
2914604;Irecê;29;BA;1,0;4,0;36,0;22,0;32;31,0;2,0;61;63;;63;;63;;63;;57;6,0;1,0;62,0;63,0;;;63;63;;23365;951;114,0;119;;;;;;;;;100;110;119;126;119,0;170;159;140;150;145,0;146,0;137,0;;;44,0;53,0;42,0;34,0;;;;;;;18,0;;;;10,0;17,0;12,0;;6,0;;4,3
2611606;Recife;26;PE;3,0;161,0;310,0;586,0;571;489,0;22,0;1038;1060;;1057;3,0;1058;2,0;1054;6,0;1024;36,0;59,0;1001,0;1058,0;2,0;1,0;1059;1060;;379539;14347;1322,0;1936;;;;;;;;;1485;1518;1542;1563;1547,0;2640;2759;2758;2672;2354,0;2361,0;2141,0;;208,0;270,0;323,0;304,0;187,0;;;;2,0;2,0;123,0;848,0;;;14,0;215,0;655,0;456,0;;;;4,6
2603926;Carnaubeira da Penha;26;PE;;43,0;32,0;;59;16,0;5,0;70;75;;75;;72;3,0;74;1,0;64;11,0;72,0;3,0;56,0;19,0;2,0;73;73;2,0;5340;351;20,0;33;;;;;;;;;12;10;15;11;18,0;80;83;83;75;88,0;82,0;58,0;;;;;;;;13,0;;;;;;;;;27,0;65,0;13,0;;;;3,2
2101004;Arari;21;MA;;5,0;60,0;1,0;18;48,0;4,0;62;66;;66;;66;;62;4,0;64;2,0;42,0;24,0;40,0;26,0;1,0;65;65;1,0;9112;512;40,0;41;;;;;;;;;19;19;27;22;20,0;71;115;127;110;62,0;72,0;70,0;;;;;;;;;;;;;;;;;;24,0;15,0;;;;3,7
2925303;Porto Seguro;29;BA;1,0;7,0;103,0;26,0;89;48,0;1,0;136;137;;137;;136;1,0;133;4,0;121;16,0;62,0;75,0;127,0;10,0;3,0;134;135;2,0;45140;1773;177,0;270;;;;;;;;;217;224;228;233;233,0;385;424;379;327;269,0;251,0;238,0;;;40,0;35,0;36,0;33,0;;;;;;4,0;;;;;48,0;140,0;22,0;;2,0;;4,1
2616407;Vitória de Santo Antão;26;PE;1,0;9,0;61,0;59,0;86;44,0;3,0;127;129;1,0;129;1,0;130;;127;3,0;121;9,0;41,0;89,0;127,0;3,0;;130;130;;34742;1460;64,0;199;;;;;;;;;140;152;173;161;163,0;288;304;278;262;176,0;164,0;163,0;;14,0;56,0;56,0;35,0;;;;;;;;95,0;;10,0;;38,0;101,0;75,0;;;;4,0
2918001;Jequié;29;BA;1,0;12,0;89,0;51,0;107;46,0;3,0;150;153;;153;;153;;148;5,0;145;8,0;27,0;126,0;150,0;3,0;1,0;152;153;;42169;1636;118,0;214;;;;;;;;;203;228;232;232;241,0;388;413;400;402;295,0;292,0;245,0;;;78,0;87,0;75,0;58,0;;;;;;1,0;126,0;;;;22,0;138,0;52,0;;103,0;;3,9
2106508;Matinha;21;MA;;3,0;51,0;1,0;16;39,0;3,0;52;55;;55;;52;3,0;54;1,0;55;;35,0;20,0;54,0;1,0;;55;55;;7456;410;33,0;50;;;;;;;;;15;16;14;15;22,0;85;83;77;81;39,0;41,0;41,0;;;;;;;;;;;;;;;;;2,0;5,0;6,0;;;;
2103208;Chapadinha;21;MA;;4,0;134,0;9,0;52;95,0;;147;147;;146;1,0;147;;146;1,0;145;2,0;108,0;39,0;139,0;8,0;;147;147;;33709;1086;83,0;140;;;;;;;;;96;101;109;114;124,0;257;251;204;194;126,0;128,0;108,0;;11,0;;;;;;;;;;;;;;;87,0;57,0;44,0;;;;3,9
2919553;Luís Eduardo Magalhães;29;BA;;3,0;35,0;22,0;33;27,0;;60;60;;60;;60;;60;;59;1,0;7,0;53,0;60,0;;;60;60;;28462;944;117,0;148;;;;;;;;;132;151;151;152;126,0;181;207;184;167;153,0;148,0;132,0;;;;;;;;;;;;;18,0;;;;22,0;73,0;53,0;;;;
2507507;João Pessoa;25;PB;4,0;107,0;184,0;204,0;276;223,0;1,0;498;498;1,0;498;1,0;498;1,0;493;6,0;480;19,0;9,0;490,0;499,0;;1,0;498;498;1,0;178664;7808;572,0;871;;;;;;;;;869;906;961;949;940,0;1731;1826;1881;1839;1423,0;1411,0;1371,0;;15,0;407,0;299,0;214,0;6,0;;;;;;6,0;208,0;;;20,0;451,0;741,0;578,0;;4,0;;4,5
2207702;Parnaíba;22;PI;1,0;18,0;89,0;34,0;84;58,0;3,0;139;142;;142;;141;1,0;141;1,0;137;5,0;17,0;125,0;132,0;10,0;;142;142;;40151;1820;129,0;223;;;;;;;;;183;184;190;202;210,0;413;407;375;382;305,0;301,0;272,0;;;89,0;81,0;84,0;;;;;;;12,0;40,0;;;8,0;63,0;223,0;155,0;;28,0;;4,0
2412005;São Gonçalo do Amarante;24;RN;1,0;11,0;54,0;26,0;64;28,0;1,0;91;92;;92;;92;;91;1,0;86;6,0;2,0;90,0;92,0;;;92;92;;27034;1068;74,0;152;;;;;;;;;104;101;103;114;114,0;237;246;236;234;152,0;141,0;110,0;;;54,0;50,0;51,0;29,0;;;;;;3,0;27,0;;;;12,0;71,0;;;;;3,7999999999999994
2307650;Maracanaú;23;CE;1,0;16,0;83,0;76,0;91;85,0;;176;176;;176;;176;;175;1,0;164;12,0;1,0;175,0;176,0;;;176;176;;71373;2511;309,0;378;;;;;;;;;227;225;224;238;211,0;447;481;455;423;316,0;329,0;302,0;;;34,0;46,0;49,0;;;;;;;42,0;51,0;;17,0;;45,0;101,0;69,0;;;;5,0
2107605;Palmeirândia;21;MA;;3,0;49,0;;16;36,0;;52;52;;52;;52;;52;;51;1,0;41,0;11,0;12,0;40,0;;52;52;;6390;331;17,0;23;;;;;;;;;18;16;16;15;27,0;91;95;95;79;30,0;29,0;27,0;;;;;;;;;;;;;;;;;;11,0;5,0;;;;3,2
2105104;Icatu;21;MA;;3,0;81,0;1,0;61;24,0;9,0;76;85;;85;;66;19,0;83;2,0;73;12,0;42,0;43,0;85,0;;1,0;84;84;1,0;9418;502;32,0;77;;;;;;;;;41;35;43;42;45,0;164;163;162;156;47,0;56,0;53,0;;;;;;;;;;;;;;;;;4,0;14,0;17,0;;;;3,6
2915601;Itamaraju;29;BA;;4,0;57,0;7,0;55;13,0;;68;68;;68;;68;;68;;65;3,0;24,0;44,0;68,0;;;68;68;;15998;826;65,0;118;;;;;;;;;81;87;76;76;85,0;218;227;204;194;92,0;99,0;87,0;;;21,0;;;;;;;;;;;;;;19,0;36,0;17,0;;;;4,0
2700300;Arapiraca;27;AL;1,0;16,0;85,0;50,0;87;65,0;;152;152;;152;;152;;151;1,0;139;13,0;7,0;145,0;152,0;;;152;152;;61401;2383;204,0;315;;;;;;;;;227;228;227;224;215,0;546;581;530;520;401,0;400,0;355,0;;;62,0;62,0;68,0;18,0;;;;;;1,0;32,0;;;;9,0;92,0;95,0;;;;4,5
2108306;Penalva;21;MA;;4,0;82,0;1,0;52;35,0;5,0;82;87;;87;;83;4,0;86;1,0;85;2,0;67,0;20,0;87,0;;4,0;83;83;4,0;14666;506;42,0;55;;;;;;;;;19;17;20;18;19,0;78;68;76;72;58,0;64,0;58,0;;;;;;;;15,0;14,0;15,0;;;;;;;21,0;10,0;7,0;;;;3,3999999999999995
2108900;Poção de Pedras;21;MA;;4,0;49,0;2,0;16;39,0;;55;55;;55;;55;;55;;53;2,0;35,0;20,0;45,0;10,0;;55;55;;7034;307;23,0;20;;;;;;;;;23;23;27;30;45,0;86;78;80;58;37,0;38,0;37,0;;;;;;;;;;;;;;;;;18,0;13,0;9,0;;;;3,7000000000000006
2107506;Paço do Lumiar;21;MA;;7,0;66,0;46,0;61;58,0;;119;119;;119;;119;;118;1,0;113;6,0;51,0;68,0;98,0;21,0;;119;119;;32392;1463;219,0;233;;;;;;;;;124;120;118;118;109,0;257;257;265;258;188,0;175,0;169,0;;;;;;;;;;6,0;;;;;;;15,0;66,0;52,0;;;;4,1
2105005;Humberto de Campos;21;MA;;2,0;79,0;;57;24,0;;81;81;;81;;78;3,0;77;4,0;80;1,0;57,0;24,0;81,0;;3,0;78;81;;9688;507;41,0;51;;;;;;;;;24;20;25;25;27,0;86;107;97;89;36,0;45,0;39,0;;;;;;;;;;;;;;;;;2,0;6,0;11,0;;;;3,8999999999999995
2906709;Cândido Sales;29;BA;;3,0;46,0;2,0;41;10,0;;51;51;;51;;51;;51;;49;2,0;25,0;26,0;35,0;16,0;;51;51;;9257;415;28,0;43;;;;;;;;;22;22;27;29;26,0;121;134;125;114;35,0;33,0;31,0;;;;;;;;;;;;;;;;;38,0;21,0;11,0;;;;3,8
2603454;Camaragibe;26;PE;;20,0;28,0;45,0;49;44,0;;93;93;;93;;93;;92;1,0;87;6,0;16,0;77,0;93,0;;;93;93;;38247;1411;89,0;180;;;;;;;;;160;179;173;185;187,0;382;410;403;382;323,0;311,0;282,0;;3,0;18,0;23,0;21,0;;;;;;3,0;;17,0;;;;16,0;126,0;133,0;;;;4,8
2601904;Bezerros;26;PE;;6,0;38,0;16,0;37;23,0;;60;60;;60;;60;;59;1,0;56;4,0;4,0;56,0;60,0;;;60;60;;15078;540;56,0;84;;;;;;;;;61;61;59;59;56,0;98;109;108;114;75,0;84,0;71,0;;3,0;16,0;18,0;18,0;;;;;;;1,0;7,0;;;;11,0;35,0;36,0;;;;4,9
2211001;Teresina;22;PI;4,0;150,0;309,0;183,0;397;249,0;1,0;645;646;;645;1,0;646;;632;14,0;628;18,0;33,0;613,0;644,0;2,0;1,0;645;646;;217435;9716;917,0;1228;;;;;;;;;974;1053;1108;1180;1132,0;2075;2071;2113;2048;1940,0;1929,0;1722,0;;;321,0;321,0;342,0;38,0;;;;;;69,0;257,0;;;16,0;196,0;761,0;954,0;3,0;185,0;;5,1
2914703;Itaberaba;29;BA;1,0;4,0;55,0;14,0;42;32,0;;74;74;;74;;74;;74;;71;3,0;6,0;68,0;74,0;;;74;74;;17569;792;74,0;78;;;;;;;;;60;66;89;91;89,0;168;170;166;153;86,0;75,0;70,0;;;49,0;41,0;34,0;26,0;;;;;;6,0;27,0;;;;10,0;36,0;24,0;;3,0;;3,8999999999999995
2402600;Ceará-Mirim;24;RN;1,0;11,0;51,0;9,0;35;37,0;1,0;71;72;;72;;72;;70;2,0;67;5,0;14,0;58,0;72,0;;;72;72;;22135;909;80,0;131;;;;;;;;;103;103;109;115;109,0;185;197;172;163;102,0;103,0;91,0;;;51,0;52,0;46,0;27,0;;;;;;;18,0;;;;21,0;51,0;20,0;;;;3,8000000000000003
2105302;Imperatriz;21;MA;1,0;23,0;146,0;56,0;143;83,0;1,0;225;225;1,0;224;2,0;226;;222;4,0;216;10,0;37,0;189,0;226,0;;;226;226;;76458;2938;339,0;369;;;;;;;;;222;235;230;227;238,0;705;769;744;684;502,0;558,0;496,0;;;47,0;36,0;38,0;;;4,0;6,0;6,0;5,0;31,0;87,0;;;3,0;44,0;118,0;162,0;;20,0;;4,5
2112407;Turiaçu;21;MA;;7,0;101,0;2,0;55;55,0;18,0;92;110;;110;;100;10,0;96;14,0;96;14,0;99,0;11,0;104,0;6,0;7,0;103;108;2,0;13452;651;16,0;62;;;;;;;;;33;33;58;39;41,0;130;141;101;98;59,0;57,0;55,0;;;4,0;4,0;4,0;;;;;;;;;;;;1,0;18,0;6,0;;;;3,0
2920700;Maraú;29;BA;;2,0;56,0;1,0;44;15,0;4,0;55;59;;59;;50;9,0;56;3,0;55;4,0;49,0;10,0;46,0;13,0;4,0;55;57;2,0;6460;283;8,0;48;;;;;;;;;16;13;19;15;16,0;78;75;77;69;16,0;16,0;16,0;;;8,0;11,0;14,0;13,0;;;;;;;;;;;28,0;22,0;;;3,0;;2,7999999999999994
2614501;Surubim;26;PE;;5,0;38,0;12,0;45;10,0;1,0;54;55;;55;;55;;54;1,0;51;4,0;13,0;42,0;54,0;1,0;;55;55;;15415;632;77,0;75;;;;;;;;;55;57;60;56;49,0;127;126;125;116;91,0;88,0;79,0;;3,0;15,0;14,0;15,0;;;;;;;;22,0;;;;16,0;21,0;26,0;;;;4,7
2605707;Floresta;26;PE;1,0;10,0;45,0;4,0;48;12,0;8,0;52;60;;60;;59;1,0;58;2,0;48;12,0;36,0;24,0;60,0;;;60;60;;8932;494;88,0;41;;;;;;;;;19;21;33;28;27,0;105;95;100;96;67,0;64,0;64,0;;2,0;20,0;23,0;26,0;19,0;;;10,0;10,0;8,0;;13,0;;;;5,0;40,0;30,0;7,0;18,0;;4,1
2102002;Bom Jardim;21;MA;;12,0;95,0;;33;74,0;10,0;97;107;;107;;101;6,0;100;7,0;86;21,0;57,0;50,0;102,0;5,0;3,0;104;104;3,0;12907;663;72,0;76;;;;;;;;;29;22;28;27;25,0;93;109;89;87;76,0;84,0;80,0;;;;;;;;;;;;;;;;;8,0;17,0;27,0;;;;3,3
2109601;Rosário;21;MA;1,0;6,0;62,0;2,0;28;43,0;1,0;70;71;;70;1,0;70;1,0;71;;57;14,0;28,0;43,0;71,0;;;71;71;;18249;702;70,0;73;;;;;;;;;33;31;32;34;35,0;142;153;151;131;75,0;81,0;73,0;;;14,0;16,0;16,0;;;;;;;;10,0;;;;41,0;79,0;24,0;;;;3,8999999999999995
2100907;Araioses;21;MA;1,0;5,0;72,0;2,0;78;2,0;2,0;78;80;;80;;79;1,0;77;3,0;80;;61,0;19,0;79,0;1,0;;80;80;;10621;725;21,0;79;;;;;;;;;21;42;58;52;57,0;140;141;134;117;69,0;75,0;72,0;;;20,0;17,0;;;;;;;;7,0;15,0;;;;28,0;24,0;9,0;;;;3,3999999999999995
2110609;São Bernardo;21;MA;;5,0;43,0;5,0;18;35,0;;53;53;;53;;51;2,0;52;1,0;51;2,0;9,0;44,0;53,0;;;53;53;;12267;535;60,0;58;;;;;;;;;26;26;33;32;36,0;103;108;110;102;54,0;56,0;59,0;;;5,0;5,0;;;;;;;;2,0;;;;;55,0;58,0;17,0;;;;3,8
2706307;Palmeira dos Índios;27;AL;1,0;19,0;29,0;13,0;30;32,0;1,0;61;62;;62;;60;2,0;58;4,0;44;18,0;15,0;47,0;62,0;;;62;62;;25553;1156;105,0;128;;;;;;;;;83;75;83;83;76,0;244;250;250;259;220,0;185,0;182,0;;;53,0;57,0;66,0;32,0;;;;;;2,0;10,0;;;;127,0;130,0;102,0;;;;4,6
2108801;Pirapemas;21;MA;;2,0;53,0;;16;39,0;11,0;44;55;;55;;45;10,0;55;;47;8,0;41,0;14,0;53,0;2,0;1,0;54;55;;5581;259;19,0;20;;;;;;;;;8;7;11;8;11,0;9;9;13;11;27,0;32,0;29,0;;;;;;;;;;;;;;;;;5,0;11,0;13,0;;;;4,2
2104800;Grajaú;21;MA;1,0;56,0;151,0;8,0;146;70,0;52,0;164;216;;216;;161;55,0;212;4,0;170;46,0;139,0;77,0;210,0;6,0;4,0;212;214;2,0;26165;1309;76,0;149;;;;;;;;;89;91;102;111;119,0;311;339;317;315;169,0;189,0;167,0;;;35,0;29,0;37,0;;;;;9,0;;;19,0;;;;30,0;37,0;79,0;;;;3,7
2304400;Fortaleza;23;CE;3,0;168,0;299,0;778,0;479;769,0;1,0;1247;1248;;1248;;1248;;1233;15,0;1021;227,0;35,0;1213,0;1248,0;;1,0;1247;1248;;630495;23319;3091,0;3683;;;;;;;;;2684;2429;2588;2644;2594,0;4322;4554;4591;4613;4152,0;4004,0;3615,0;;13,0;381,0;464,0;476,0;;164,0;;13,0;9,0;5,0;75,0;529,0;;64,0;2,0;328,0;826,0;833,0;;;;4,9
2100055;Açailândia;21;MA;1,0;15,0;72,0;17,0;76;29,0;;105;105;;104;1,0;104;1,0;99;6,0;102;3,0;30,0;75,0;101,0;4,0;;105;105;;33421;1291;102,0;202;;;;;;;;;138;144;171;165;164,0;273;284;276;275;188,0;206,0;187,0;;;52,0;54,0;40,0;;;;;;;22,0;40,0;;;3,0;25,0;61,0;107,0;1,0;21,0;;4,1
2916401;Itapetinga;29;BA;1,0;3,0;42,0;17,0;41;22,0;1,0;62;63;;63;;63;;62;1,0;60;3,0;6,0;57,0;58,0;5,0;;63;63;;17804;647;64,0;78;;;;;;;;;61;63;71;71;71,0;140;155;142;133;92,0;91,0;79,0;;;39,0;38,0;28,0;8,0;;;;;;;29,0;;;;19,0;16,0;26,0;;7,0;;3,9000000000000004
2111508;São Mateus do Maranhão;21;MA;;3,0;52,0;4,0;38;21,0;2,0;57;59;;59;;58;1,0;58;1,0;57;2,0;46,0;13,0;38,0;21,0;;59;59;;18037;491;30,0;55;;;;;;;;;29;27;29;29;31,0;87;88;83;73;78,0;77,0;73,0;;;;;;;;;;;;;13,0;;;;26,0;17,0;30,0;;;;4,0
2607901;Jaboatão dos Guararapes;26;PE;1,0;39,0;145,0;203,0;235;153,0;5,0;383;387;1,0;388;;386;2,0;385;3,0;361;27,0;47,0;341,0;388,0;;;388;388;;134491;5491;281,0;763;;;;;;;;;622;647;644;657;657,0;1162;1231;1200;1156;818,0;831,0;756,0;;32,0;35,0;38,0;36,0;;;;;;;1,0;74,0;;;;82,0;305,0;258,0;;;;4,3
2604106;Caruaru;26;PE;1,0;23,0;135,0;92,0;162;89,0;1,0;250;251;;251;;251;;247;4,0;240;11,0;62,0;189,0;251,0;;;251;251;;91356;3162;291,0;405;;;;;;;;;306;319;367;347;324,0;664;705;678;641;481,0;450,0;400,0;;12,0;16,0;15,0;16,0;;56,0;;;;;4,0;110,0;;;3,0;71,0;316,0;150,0;;;;4,6
2602902;Cabo de Santo Agostinho;26;PE;1,0;17,0;105,0;41,0;109;55,0;1,0;163;163;1,0;164;;163;1,0;161;3,0;146;18,0;35,0;129,0;163,0;1,0;;164;164;;56191;2267;160,0;322;;;;;;;;;177;186;186;188;177,0;404;455;434;375;272,0;272,0;256,0;;7,0;42,0;38,0;32,0;;;;;;;6,0;89,0;;;2,0;66,0;142,0;122,0;;;;4,2
2304103;Crateús;23;CE;1,0;9,0;54,0;12,0;39;37,0;4,0;72;76;;76;;76;;68;8,0;70;6,0;22,0;54,0;76,0;;;76;76;;25277;873;120,0;131;;;;;;;;;82;84;86;86;86,0;176;177;180;170;118,0;130,0;119,0;;;31,0;40,0;33,0;5,0;;;;;;2,0;40,0;;8,0;;23,0;51,0;29,0;;;;4,8
2112308;Tuntum;21;MA;;7,0;58,0;4,0;22;47,0;2,0;67;69;;69;;68;1,0;63;6,0;28;41,0;12,0;57,0;69,0;;1,0;68;68;1,0;9027;658;76,0;89;;;;;;;;;31;38;40;41;49,0;164;176;177;163;61,0;62,0;62,0;;;;;;;;;;;;;;;;;9,0;18,0;11,0;;;;3,6
2112456;Turilândia;21;MA;;2,0;60,0;1,0;17;46,0;4,0;59;63;;63;;58;5,0;58;5,0;54;9,0;45,0;18,0;60,0;3,0;1,0;62;62;1,0;11584;620;36,0;54;;;;;;;;;28;36;34;35;53,0;130;124;108;105;33,0;39,0;34,0;;;;;;;;;;;;;;;;;17,0;33,0;10,0;;;;2,8
2905909;Campo Alegre de Lourdes;29;BA;;1,0;126,0;4,0;123;8,0;4,0;127;131;;131;;131;;128;3,0;121;10,0;127,0;4,0;104,0;27,0;21,0;110;110;21,0;8179;382;21,0;43;;;;;;;;;15;14;13;20;24,0;136;150;146;137;21,0;20,0;20,0;;;;;;;;;;;;;;;;;;9,0;11,0;;;;2,7
2905701;Camaçari;29;BA;1,0;12,0;98,0;120,0;121;110,0;5,0;226;230;1,0;231;;230;1,0;229;2,0;206;25,0;9,0;222,0;230,0;1,0;;231;231;;69022;2825;183,0;364;;;;;;;;;330;345;391;360;371,0;616;638;602;571;385,0;365,0;321,0;;;102,0;102,0;81,0;55,0;;;;;;1,0;145,0;;;;76,0;168,0;127,0;;21,0;;4,6
