"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Valor da produção (Mil Reais)"
"Brasil e Município";"Ano x Produto das lavouras temporárias e permanentes"
"Brasil e Município";"2020";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2021";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2022"
"Brasil e Município";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Amendoim (em casca)";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Castanha de caju";"Erva-mate (folha verde)";"Fava (em grão)";"Feijão (em grão)";"Girassol (em grão)";"Guaraná (semente)";"Juta (fibra)";"Malva (fibra)";"Mamona (baga)";"Mandioca";"Manga";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Pimenta-do-reino";"Soja (em grão)";"Sorgo (em grão)";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Amendoim (em casca)";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Castanha de caju";"Erva-mate (folha verde)";"Fava (em grão)";"Feijão (em grão)";"Girassol (em grão)";"Guaraná (semente)";"Juta (fibra)";"Malva (fibra)";"Mamona (baga)";"Mandioca";"Manga";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Pimenta-do-reino";"Soja (em grão)";"Sorgo (em grão)";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Amendoim (em casca)";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Castanha de caju";"Erva-mate (folha verde)";"Fava (em grão)";"Feijão (em grão)";"Girassol (em grão)";"Guaraná (semente)";"Juta (fibra)";"Malva (fibra)";"Mamona (baga)";"Mandioca";"Manga";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Pimenta-do-reino";"Soja (em grão)";"Sorgo (em grão)";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Jucás (CE)";"...";"-";"6";"-";"1820";"60";"-";"-";"-";"-";"-";"...";"-";"-";"168";"2464";"-";"-";"-";"-";"-";"248";"57";"40";"316";"5345";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"959";"54";"-";"-";"-";"-";"-";"...";"-";"-";"85";"2552";"-";"-";"-";"-";"-";"261";"55";"33";"-";"4881";"-";"-";"-";"-";"229";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1906";"308";"-";"-";"-";"-";"-";"...";"-";"-";"132";"1116";"-";"-";"-";"-";"-";"459";"51";"-";"-";"3539";"-";"-";"-";"-";"885";"-";"-";"-";"-";"-"
"Lavras da Mangabeira (CE)";"...";"-";"-";"-";"3650";"-";"-";"-";"-";"-";"-";"...";"9";"-";"126";"1698";"-";"-";"-";"-";"-";"180";"215";"-";"-";"2513";"-";"-";"-";"-";"1068";"-";"-";"-";"-";"-";"...";"-";"-";"-";"6580";"-";"-";"-";"-";"-";"-";"...";"10";"-";"70";"1733";"-";"-";"-";"-";"-";"192";"216";"-";"-";"2899";"-";"-";"-";"-";"1736";"-";"-";"-";"-";"-";"...";"-";"-";"-";"8721";"-";"-";"-";"-";"-";"-";"...";"15";"-";"85";"1722";"-";"-";"-";"-";"-";"258";"174";"-";"-";"4069";"-";"-";"-";"-";"1222";"-";"-";"-";"-";"-"
"Limoeiro do Norte (CE)";"...";"-";"2717";"-";"45082";"-";"-";"-";"-";"-";"-";"...";"253";"-";"-";"8033";"-";"-";"-";"-";"-";"1840";"11";"-";"10281";"1759";"-";"-";"2295";"2100";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"47436";"-";"-";"206";"-";"-";"-";"...";"213";"-";"-";"4633";"-";"-";"-";"-";"-";"1885";"6";"1596";"9625";"896";"-";"-";"7234";"4032";"-";"-";"-";"-";"-";"-";"...";"-";"540";"-";"68212";"-";"-";"-";"-";"-";"-";"...";"254";"-";"-";"10327";"-";"-";"-";"-";"-";"2444";"8";"2039";"7112";"901";"-";"-";"8360";"4163";"-";"-";"-";"-";"-";"-"
"Madalena (CE)";"...";"-";"10";"-";"100";"175";"-";"-";"-";"-";"-";"...";"35";"-";"-";"1543";"-";"-";"-";"-";"-";"202";"87";"-";"-";"3873";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"10";"-";"108";"48";"-";"-";"-";"-";"-";"...";"30";"-";"-";"2244";"-";"-";"-";"-";"-";"150";"23";"-";"-";"3044";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"190";"-";"189";"57";"-";"-";"-";"-";"-";"...";"42";"-";"-";"5568";"-";"-";"-";"-";"-";"116";"51";"-";"-";"14193";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Maranguape (CE)";"...";"-";"-";"-";"2603";"-";"-";"-";"-";"-";"-";"...";"38";"-";"115";"760";"-";"-";"-";"-";"-";"311";"243";"-";"-";"629";"-";"-";"-";"-";"321";"-";"-";"-";"-";"-";"...";"-";"-";"-";"3514";"-";"-";"-";"-";"-";"-";"...";"18";"-";"20";"774";"-";"-";"-";"-";"-";"135";"614";"-";"-";"757";"-";"-";"-";"-";"307";"-";"-";"-";"-";"-";"...";"-";"-";"-";"4016";"-";"-";"-";"-";"-";"-";"...";"17";"-";"30";"452";"-";"-";"-";"-";"-";"246";"549";"-";"-";"714";"-";"-";"-";"-";"532";"-";"-";"-";"-";"-"
"Marco (CE)";"...";"-";"-";"-";"361";"-";"-";"-";"-";"-";"-";"...";"5841";"-";"-";"575";"-";"-";"-";"-";"-";"2790";"1066";"1021";"-";"274";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"430";"-";"-";"-";"-";"-";"-";"...";"6515";"-";"-";"1699";"-";"-";"-";"-";"-";"4624";"1107";"1381";"-";"342";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"439";"-";"-";"-";"-";"-";"-";"...";"9214";"-";"-";"1749";"-";"-";"-";"-";"-";"5182";"1129";"1525";"-";"875";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Martinópole (CE)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"1548";"-";"-";"1005";"-";"-";"-";"-";"-";"1337";"24";"88";"-";"785";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"1361";"-";"-";"1530";"-";"-";"-";"-";"-";"1772";"24";"87";"-";"741";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"2572";"-";"-";"1699";"-";"-";"-";"-";"-";"2196";"26";"32";"-";"1075";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Massapê (CE)";"...";"-";"-";"-";"592";"-";"-";"-";"16";"16";"-";"...";"240";"-";"60";"827";"-";"-";"-";"-";"-";"371";"2972";"-";"-";"267";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"922";"-";"-";"-";"24";"24";"-";"...";"221";"-";"56";"1216";"-";"-";"-";"-";"-";"207";"1710";"-";"-";"543";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1085";"-";"-";"-";"17";"17";"-";"...";"767";"-";"41";"785";"-";"-";"-";"-";"-";"213";"2263";"-";"-";"473";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Mauriti (CE)";"...";"-";"1753";"44";"7448";"4255";"-";"-";"-";"-";"-";"...";"258";"-";"314";"6077";"-";"-";"-";"-";"-";"1947";"6247";"605";"-";"19712";"-";"-";"-";"-";"5180";"-";"-";"-";"-";"210";"...";"-";"331";"51";"7433";"4135";"-";"-";"-";"-";"-";"...";"172";"-";"246";"8298";"-";"-";"-";"-";"-";"2617";"12613";"679";"-";"16797";"-";"-";"-";"-";"4182";"-";"-";"-";"-";"216";"...";"-";"337";"38";"6365";"2944";"-";"-";"-";"-";"-";"...";"413";"-";"359";"14956";"-";"-";"-";"-";"-";"3090";"15737";"834";"-";"65993";"-";"-";"-";"-";"3437";"-";"-";"-";"-";"299"
"Meruoca (CE)";"...";"-";"-";"-";"430";"-";"-";"-";"7";"7";"-";"...";"24";"-";"-";"579";"-";"-";"-";"-";"-";"433";"241";"-";"-";"138";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"411";"-";"-";"-";"7";"7";"-";"...";"32";"-";"-";"451";"-";"-";"-";"-";"-";"373";"266";"-";"-";"139";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"488";"-";"-";"-";"14";"14";"-";"...";"91";"-";"-";"407";"-";"-";"-";"-";"-";"489";"351";"-";"-";"128";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Milagres (CE)";"...";"-";"1733";"23";"2173";"44";"-";"-";"-";"-";"-";"...";"107";"-";"102";"1019";"-";"-";"-";"-";"-";"281";"44";"46";"-";"4823";"-";"-";"-";"-";"1041";"-";"-";"-";"-";"-";"...";"-";"384";"18";"2142";"48";"-";"-";"-";"-";"-";"...";"107";"-";"72";"1532";"-";"-";"-";"-";"-";"336";"122";"55";"-";"3790";"-";"-";"-";"-";"1207";"-";"-";"-";"-";"-";"...";"-";"1400";"12";"2570";"82";"-";"-";"-";"-";"-";"...";"121";"-";"115";"1836";"-";"-";"-";"-";"-";"413";"124";"220";"-";"6296";"-";"-";"-";"-";"1599";"-";"-";"-";"-";"-"
"Milhã (CE)";"...";"-";"32";"-";"47";"46";"-";"-";"-";"-";"-";"...";"-";"-";"-";"2283";"-";"-";"-";"-";"-";"170";"17";"14";"-";"2989";"-";"-";"-";"-";"86";"-";"-";"-";"-";"-";"...";"-";"18";"-";"63";"42";"-";"-";"-";"-";"-";"...";"-";"-";"-";"3641";"-";"-";"-";"-";"-";"134";"19";"11";"-";"3573";"-";"-";"-";"-";"60";"-";"-";"-";"-";"-";"...";"-";"18";"-";"65";"36";"-";"-";"-";"-";"-";"...";"32";"-";"-";"6943";"-";"-";"-";"-";"-";"136";"12";"18";"-";"9218";"-";"-";"-";"-";"91";"-";"-";"-";"-";"-"
"Miraíma (CE)";"...";"-";"-";"-";"-";"69";"-";"-";"-";"-";"-";"...";"16";"-";"-";"488";"-";"-";"-";"-";"-";"-";"-";"-";"-";"218";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"15";"-";"-";"-";"-";"-";"...";"13";"-";"-";"1055";"-";"-";"-";"-";"-";"-";"-";"-";"-";"681";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"44";"-";"-";"-";"-";"-";"...";"6";"-";"-";"677";"-";"-";"-";"-";"-";"-";"-";"-";"-";"905";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Missão Velha (CE)";"...";"-";"324";"105";"38301";"-";"-";"-";"-";"-";"-";"...";"105";"-";"135";"3212";"-";"-";"-";"-";"-";"1435";"62";"-";"-";"6140";"-";"-";"-";"-";"3858";"-";"-";"-";"-";"-";"...";"-";"153";"130";"47018";"-";"-";"-";"-";"-";"-";"...";"93";"-";"133";"2401";"-";"-";"-";"-";"-";"1400";"128";"-";"-";"3213";"-";"-";"-";"-";"4143";"-";"-";"-";"-";"-";"...";"-";"105";"118";"56570";"-";"-";"-";"-";"-";"-";"...";"104";"-";"144";"4625";"-";"-";"-";"-";"-";"1660";"117";"-";"-";"8366";"-";"-";"-";"-";"4670";"-";"-";"-";"-";"-"
"Mombaça (CE)";"...";"-";"299";"10";"260";"128";"-";"-";"-";"-";"-";"...";"-";"-";"246";"4014";"-";"-";"-";"-";"-";"687";"102";"-";"-";"11481";"-";"-";"-";"-";"171";"-";"-";"-";"-";"-";"...";"-";"135";"12";"366";"106";"-";"-";"-";"-";"-";"...";"-";"-";"87";"5330";"-";"-";"-";"-";"-";"274";"16";"-";"-";"14284";"-";"-";"-";"-";"315";"-";"-";"-";"-";"-";"...";"-";"102";"16";"523";"102";"-";"-";"-";"-";"-";"...";"5";"-";"262";"7932";"-";"-";"-";"-";"-";"941";"117";"-";"-";"43200";"-";"-";"-";"-";"1195";"-";"-";"-";"-";"-"
"Monsenhor Tabosa (CE)";"...";"-";"8";"-";"15";"-";"-";"-";"-";"-";"-";"...";"3";"-";"-";"1763";"-";"-";"-";"-";"104";"84";"9";"-";"-";"3483";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"5";"-";"9";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"2426";"-";"-";"-";"-";"21";"76";"5";"-";"-";"3114";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"9";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"2172";"-";"-";"-";"-";"36";"127";"7";"-";"-";"3751";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Morada Nova (CE)";"...";"-";"-";"-";"732";"-";"-";"-";"-";"-";"-";"...";"1693";"-";"-";"13503";"-";"-";"-";"-";"-";"50";"20";"-";"-";"6592";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1017";"-";"-";"-";"-";"-";"-";"...";"2409";"-";"-";"5520";"-";"-";"-";"-";"-";"203";"8";"-";"-";"6439";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1833";"-";"-";"-";"-";"-";"-";"...";"1552";"-";"-";"3687";"-";"-";"-";"-";"-";"177";"14";"-";"-";"3628";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Moraújo (CE)";"...";"-";"-";"-";"16";"-";"-";"-";"-";"-";"-";"...";"71";"-";"3";"310";"-";"-";"-";"-";"-";"96";"22";"-";"-";"190";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"21";"-";"-";"-";"-";"-";"-";"...";"61";"-";"7";"728";"-";"-";"-";"-";"-";"127";"29";"-";"-";"386";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"43";"-";"-";"-";"-";"-";"-";"...";"100";"-";"19";"390";"-";"-";"-";"-";"-";"163";"39";"-";"-";"424";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Morrinhos (CE)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"2046";"-";"-";"576";"-";"-";"-";"-";"-";"1598";"-";"-";"-";"133";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"1865";"-";"-";"1012";"-";"-";"-";"-";"-";"3063";"-";"-";"-";"391";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"4957";"-";"-";"1730";"-";"-";"-";"-";"-";"4500";"-";"-";"-";"588";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Mucambo (CE)";"...";"-";"-";"-";"55";"-";"-";"-";"-";"-";"-";"...";"39";"-";"60";"2036";"-";"-";"-";"-";"-";"140";"24";"-";"-";"1075";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"91";"-";"-";"-";"-";"-";"-";"...";"60";"-";"48";"2884";"-";"-";"-";"-";"-";"176";"34";"-";"-";"1209";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"98";"-";"-";"-";"-";"-";"-";"...";"64";"-";"40";"1312";"-";"-";"-";"-";"-";"220";"23";"-";"-";"921";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Mulungu (CE)";"...";"-";"-";"-";"4537";"-";"-";"-";"913";"913";"-";"...";"10";"-";"1115";"1214";"-";"-";"-";"-";"-";"-";"88";"-";"-";"1189";"-";"-";"-";"-";"4315";"-";"-";"-";"-";"-";"...";"-";"-";"-";"3719";"-";"-";"-";"944";"944";"-";"...";"7";"-";"814";"1279";"-";"-";"-";"-";"-";"-";"102";"-";"-";"922";"-";"-";"-";"-";"5955";"-";"-";"-";"-";"-";"...";"-";"-";"-";"3528";"-";"-";"-";"4106";"4106";"-";"...";"8";"-";"687";"962";"-";"-";"-";"-";"-";"-";"80";"-";"-";"903";"-";"-";"-";"-";"9036";"-";"-";"-";"7";"-"
"Nova Olinda (CE)";"...";"-";"-";"-";"21";"-";"-";"-";"-";"-";"-";"...";"-";"-";"818";"1113";"-";"-";"-";"-";"-";"242";"11";"-";"-";"3111";"-";"-";"-";"-";"373";"-";"-";"-";"-";"-";"...";"-";"-";"-";"24";"-";"-";"-";"-";"-";"-";"...";"-";"-";"177";"135";"-";"-";"-";"-";"-";"342";"14";"-";"-";"2480";"-";"-";"-";"-";"1368";"-";"-";"-";"-";"-";"...";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"...";"-";"-";"169";"192";"-";"-";"-";"-";"-";"539";"25";"-";"-";"3380";"-";"-";"-";"-";"1026";"-";"-";"-";"-";"-"
"Nova Russas (CE)";"...";"-";"3";"-";"93";"-";"-";"-";"-";"-";"-";"...";"6";"-";"-";"333";"-";"-";"-";"-";"-";"14";"7";"-";"-";"995";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"5";"-";"65";"-";"-";"-";"-";"-";"-";"...";"3";"-";"-";"981";"-";"-";"-";"-";"-";"14";"5";"-";"-";"1150";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"9";"-";"63";"-";"-";"-";"-";"-";"-";"...";"16";"-";"-";"630";"-";"-";"-";"-";"-";"15";"7";"-";"-";"1245";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Novo Oriente (CE)";"...";"-";"-";"-";"72";"-";"-";"-";"-";"-";"-";"...";"223";"-";"-";"3885";"-";"-";"-";"-";"-";"35";"10";"-";"-";"11445";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"3";"-";"49";"-";"-";"-";"-";"-";"-";"...";"152";"-";"-";"4906";"-";"-";"-";"-";"-";"146";"5";"-";"-";"12316";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"6";"-";"61";"-";"-";"-";"-";"-";"-";"...";"158";"-";"-";"3992";"-";"-";"-";"-";"-";"136";"8";"-";"-";"16485";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Ocara (CE)";"...";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"...";"20663";"-";"-";"10461";"-";"-";"-";"-";"-";"508";"19";"-";"-";"5296";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"...";"15150";"-";"-";"13360";"-";"-";"-";"-";"-";"700";"18";"-";"-";"5629";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"28";"-";"-";"-";"-";"-";"-";"...";"20404";"-";"-";"10890";"-";"-";"-";"-";"-";"699";"35";"-";"-";"6973";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Orós (CE)";"...";"-";"-";"-";"149";"128";"-";"-";"-";"-";"-";"...";"-";"-";"32";"932";"-";"-";"-";"-";"-";"196";"32";"-";"-";"2214";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"158";"60";"-";"-";"-";"-";"-";"...";"-";"-";"29";"829";"-";"-";"-";"-";"-";"40";"45";"-";"-";"3797";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"208";"129";"-";"-";"-";"-";"-";"...";"-";"-";"8";"222";"-";"-";"-";"-";"-";"88";"101";"-";"-";"3141";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pacajus (CE)";"...";"-";"-";"-";"-";"111";"-";"-";"-";"-";"-";"...";"6347";"-";"-";"1672";"-";"-";"-";"-";"-";"2113";"9";"-";"-";"665";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"48";"-";"-";"-";"-";"-";"...";"8375";"-";"-";"1009";"-";"-";"-";"-";"-";"3557";"5";"-";"-";"237";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"160";"-";"-";"-";"-";"-";"...";"7320";"-";"-";"229";"-";"-";"-";"-";"-";"4361";"23";"-";"-";"73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pacoti (CE)";"...";"-";"-";"-";"4007";"-";"-";"-";"72";"72";"-";"...";"6";"-";"482";"141";"-";"-";"-";"-";"-";"-";"198";"-";"-";"320";"-";"-";"-";"-";"837";"-";"-";"-";"-";"-";"...";"-";"-";"-";"5463";"-";"-";"-";"70";"70";"-";"...";"3";"-";"356";"130";"-";"-";"-";"-";"-";"-";"218";"-";"-";"917";"-";"-";"-";"-";"793";"-";"-";"-";"-";"-";"...";"-";"-";"-";"5202";"-";"-";"-";"314";"314";"-";"...";"7";"-";"214";"23";"-";"-";"-";"-";"-";"51";"349";"-";"-";"298";"-";"-";"-";"-";"794";"-";"-";"-";"-";"-"
"Pacujá (CE)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"31";"-";"6";"357";"-";"-";"-";"-";"-";"55";"-";"14";"-";"315";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"14";"-";"6";"756";"-";"-";"-";"-";"-";"66";"-";"18";"-";"319";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"49";"-";"7";"397";"-";"-";"-";"-";"-";"58";"-";"21";"-";"264";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Palhano (CE)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"3575";"-";"-";"1281";"-";"-";"-";"-";"-";"9003";"-";"-";"-";"685";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"2319";"-";"-";"731";"-";"-";"-";"-";"-";"14540";"-";"-";"-";"330";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"5257";"-";"-";"897";"-";"-";"-";"-";"-";"15698";"-";"-";"-";"556";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Palmácia (CE)";"...";"-";"-";"-";"4758";"-";"-";"-";"-";"-";"-";"...";"5";"-";"1180";"153";"-";"-";"-";"-";"-";"-";"28";"-";"-";"557";"-";"-";"-";"-";"305";"-";"-";"-";"-";"-";"...";"-";"-";"-";"3164";"-";"-";"-";"-";"-";"-";"...";"3";"-";"910";"127";"-";"-";"-";"-";"-";"-";"79";"-";"-";"456";"-";"-";"-";"-";"385";"-";"-";"-";"-";"-";"...";"-";"-";"-";"3669";"-";"-";"-";"-";"-";"-";"...";"2";"-";"1464";"72";"-";"-";"-";"-";"-";"-";"33";"-";"-";"439";"-";"-";"-";"-";"416";"-";"-";"-";"-";"-"
"Parambu (CE)";"...";"-";"83";"-";"42";"-";"-";"73";"-";"-";"-";"...";"454";"-";"-";"5842";"-";"-";"-";"-";"18";"233";"31";"-";"-";"7012";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"18";"-";"26";"-";"-";"-";"-";"-";"-";"...";"292";"-";"-";"10269";"-";"-";"-";"-";"-";"179";"20";"-";"-";"6318";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"95";"-";"36";"-";"-";"-";"-";"-";"-";"...";"57";"-";"1350";"3550";"-";"-";"-";"-";"-";"387";"27";"-";"-";"5190";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paramoti (CE)";"...";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"...";"5";"-";"66";"5202";"-";"-";"-";"-";"-";"15";"15";"-";"-";"7746";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"3";"-";"-";"-";"-";"-";"-";"-";"-";"...";"6";"-";"30";"6737";"-";"-";"-";"-";"-";"36";"20";"-";"-";"3012";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"6";"-";"-";"-";"-";"-";"-";"-";"-";"...";"3";"-";"50";"8693";"-";"-";"-";"-";"-";"44";"40";"-";"-";"6083";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pedra Branca (CE)";"...";"-";"-";"-";"87";"-";"-";"-";"-";"-";"-";"...";"8";"-";"245";"6611";"-";"-";"-";"-";"13";"84";"27";"-";"-";"6747";"-";"-";"-";"-";"250";"-";"-";"-";"-";"-";"...";"-";"-";"-";"126";"-";"-";"-";"-";"-";"-";"...";"8";"-";"154";"5621";"-";"-";"-";"-";"7";"40";"24";"-";"-";"6843";"-";"-";"-";"-";"319";"-";"-";"-";"-";"-";"...";"-";"42";"-";"140";"-";"-";"-";"-";"-";"-";"...";"6";"-";"180";"5626";"-";"-";"-";"-";"-";"84";"20";"-";"-";"7628";"-";"-";"-";"-";"351";"-";"-";"-";"-";"-"
"Penaforte (CE)";"...";"-";"4";"-";"188";"-";"-";"-";"-";"-";"-";"...";"3";"-";"-";"941";"-";"-";"-";"-";"-";"798";"6";"203";"-";"2802";"-";"-";"-";"-";"9038";"-";"-";"-";"-";"-";"...";"-";"48";"-";"211";"-";"-";"-";"-";"-";"-";"...";"3";"-";"-";"908";"-";"-";"-";"-";"-";"884";"12";"332";"-";"2525";"-";"-";"-";"-";"5759";"-";"-";"-";"-";"-";"...";"-";"-";"-";"254";"-";"-";"-";"-";"-";"-";"...";"9";"-";"-";"963";"-";"-";"-";"-";"-";"1368";"22";"578";"-";"2216";"-";"-";"-";"-";"6904";"-";"-";"-";"-";"-"
"Pentecoste (CE)";"...";"-";"-";"-";"2755";"-";"-";"-";"-";"-";"-";"...";"78";"-";"-";"3133";"-";"-";"-";"-";"-";"433";"44";"162";"-";"4707";"-";"-";"-";"-";"1023";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1838";"38";"-";"-";"-";"-";"-";"...";"39";"-";"-";"1882";"-";"-";"-";"-";"-";"341";"71";"266";"-";"2293";"-";"-";"-";"-";"205";"-";"-";"-";"-";"-";"...";"-";"-";"-";"2212";"130";"-";"-";"-";"-";"-";"...";"62";"-";"-";"2125";"-";"-";"-";"-";"-";"539";"129";"235";"-";"4634";"-";"-";"-";"-";"991";"-";"-";"-";"-";"-"
