Munic&iacute;pio [-],C&oacute;digo [-],Gent&iacute;lico [-],Prefeito [2021],&Aacute;rea Territorial - km&sup2; [2022],Popula&ccedil;&atilde;o residente - pessoas [2022],Densidade demogr&aacute;fica - hab/km&sup2; [2022],Escolariza&ccedil;&atilde;o &lt;span&gt;6 a 14 anos&lt;/span&gt; - % [2010],IDHM &lt;span&gt;&Iacute;ndice de desenvolvimento humano municipal&lt;/span&gt; [2010],Mortalidade infantil - &oacute;bitos por mil nascidos vivos [2020],Receitas realizadas - R$ (&times;1000) [2017],Despesas empenhadas - R$ (&times;1000) [2017],PIB per capita - R$ [2020]
2919306,len&ccedil;oense,VANESSA DOS ANJOS TELES SENNA,1283.328,10774,8.4,97.2,0.623,29.2,27303.1426,26900.79412,11275.17,
2919405,lic&iacute;nio-de-almeidense,FREDERICO VASCONCELLOS FERREIRA,856.626,11834,13.81,98.4,0.621,6.41,32694.62231,25942.64529,10226.61,
2919504,livramentense,JOS&Eacute; RICARDO ASSUN&Ccedil;&Atilde;O RIBEIRO,1952.51,43911,22.49,98.1,0.611,10.64,82765.87656,73982.26004,11925.57,
2919603,macajubense,LUCIANO PAMPONET DE SOUSA,701.171,10460,14.92,97.6,0.524,30.53,44636.61349,28611.1025,7958.62,
2919702,macaraniense,SELMA RODRIGUES SOUTO,1210.106,21599,17.85,96.7,0.605,26.04,42453.87819,40549.07366,10905.81,
2919801,macaubense,ALOISIO MIGUEL REBONATO,2459.102,41859,17.02,97.9,0.609,19.93,91801.82027,83840.88005,8169.24,
2919900,macururense,LEANDRO BERGUE GOMES DA CRUZ,2545.856,7256,2.85,97.1,0.604,41.24,21281.88398,18058.30908,7545.85,
2919959,maetinguense,ALINE COSTA AGUIAR SILVEIRA,614.834,6973,11.34,96.8,0.538,24.1,22889.25217,18530.22419,17398.55,
2920007,maiquiniquense,JESULINO DE SOUZA PORTO,588.297,8731,14.84,98.1,0.576,-,22400.92272,21822.59998,12658.17,
2920106,mairiense,JOS&Eacute; BONIF&Aacute;CIO PEREIRA DA SILVA,906.68,17674,19.49,98.0,0.572,4.76,41746.28326,40867.02714,7899.43,
2920205,malhadense,GIMMY EVERTON MOURARIA RAMOS,1979.193,15398,7.78,97.4,0.562,28.74,40655.7602,41638.84955,10285.72,
2920304,malhada-pedrense,CARLOS ROBERTO SANTOS DA SILVA,550.55,8670,15.75,97.4,0.578,9.62,20668.64247,17439.29267,8716.19,
2920403,manoel-vitorinense,MANOEL SILVANY BARROS,2201.764,13860,6.29,98.2,0.566,22.47,37725.62995,32143.93529,9699.76,
2920452,mansid&atilde;oense,DJALMA RAMOS DE OLIVEIRA,3129.588,13919,4.45,99.3,0.599,-,33958.09541,30980.11798,6503.67,
2920502,maracaense,UILSON VENANCIO GOMES DE NOVAES,2413.27,27620,11.45,97.2,0.607,24.31,57366.11209,55365.88715,26084.64,
2920809,marcionilense,HERMINIO JOS&Eacute; OLIVEIRA MERC&Ecirc;S,1099.283,9267,8.43,96.1,0.561,-,25303.39468,26573.5351,8692.97,
2921054,matinense,OLGA GENTIL DE CASTRO CARDOSO,773.278,10330,13.36,97.5,0.572,15.15,27220.1942,26143.14584,7010.31,
2921203,calmonense,JOSE RICARDO LEAL REQUIAO,1599.672,24661,15.42,97.5,0.586,13.51,49402.89665,43921.33581,9506.32,
2921302,milagrense,CEZAR ROTONDANO MACHADO,420.358,11071,26.34,98.9,0.622,7.69,26836.03054,23356.53611,11191.73,
2921401,mirangabense,DIRCEU MENDES RIBEIRO,1751.778,15734,8.98,98.4,0.542,10.99,41295.20747,40059.4578,7189.43,
2921450,mirantense,WAGNER RAMOS LIMA,1172.86,10187,8.69,97.3,0.527,32.26,21894.07635,20476.584,8080.06,
2921500,monte-santense,SILVANIA SILVA MATOS,3034.197,47780,15.75,98.1,0.506,10.94,103250.34569,94070.23445,9133.21,
2921609,morparaense,SIRLEY NOVAES BARRETO,2093.872,7982,3.81,97.9,0.558,19.42,20299.68368,18295.32938,8527.13,
2921708,morrense,JULIANA PEREIRA ARAUJO LEAL,5744.969,33594,5.85,96.5,0.588,12.68,81818.57657,74194.31278,12807.76,
2921807,mortugabense,HERACLITO LUIZ PAIXAO MATOS,528.214,11143,21.1,99.7,0.618,-,25910.86427,24088.19973,8420.81,
2921906,mucugeense,ANA OLIMPIA HORA MEDRADO,2462.153,12137,4.93,97.5,0.606,15.5,38962.26274,37573.77174,65937.26,
2922052,mulunguense,EDIMARIO JOS&Eacute; BOAVENTURA,646.621,13152,20.34,98.4,0.566,5.52,34342.82783,34090.5455,10477.1,
2922102,mundo-novense,JOS&Eacute; ADRIANO DA SILVA,1491.99,17299,11.59,96.5,0.59,16.57,45825.49875,41301.45929,6787.66,
2922250,sanfranciscano,GILMARIA RIOS PEREIRA ARA&Uacute;JO,3852.111,10443,2.71,97.1,0.549,16.95,33407.02188,31213.74418,14705.54,
2922656,nordestinense,ELIETE DE ANDRADE ARAUJO,465.407,18402,39.54,98.7,0.56,18.29,31554.22099,31378.16824,10657.26,
2922706,canaense,MARIVAL NEUTON DE MAGALHAES FRAGA,804.617,13715,17.05,96.9,0.545,25.97,42467.5047,34607.87207,9841.87,
2922730,fatimense,JOSE ADRIANO SANTOS PEREIRA,346.784,7967,22.97,98.5,0.597,-,20869.13229,19620.87626,11588.0,
2922805,nova-itaranense,ANTONIO DANNILO ITALIANO DE ALMEIDA,475.381,7780,16.37,97.4,0.524,18.35,20767.38226,20050.21932,7478.98,
2922854,nova-reden&ccedil;oense,GUILMA RITA DE C&Aacute;SSIA GOTTSCHALL DA SILVA SOARES,565.356,7538,13.33,95.1,0.567,21.05,19324.97456,17916.77788,7225.0,
2922904,nova-souriense,LUIS CASSIO DE SOUZA ANDRADE,966.993,24236,25.06,97.6,0.555,33.13,57744.95344,54185.95571,9169.12,
2923035,novo-horizontino,DJALMA ABREU DOS ANJOS,627.5,11162,17.79,97.4,0.597,12.82,37852.71891,24040.75138,7638.25,
2923050,novo-triunfense,MATHEUS BARROS DE SANTANA,278.487,10660,38.28,94.6,0.554,28.04,29782.25736,25638.28563,6217.43,
2923100,olindinense,LUIZ ALBERTO ARAUJO DANTAS FILHO,637.317,22633,35.51,91.4,0.559,14.18,49742.90374,45912.34956,7799.46,
2923209,brejinhense,SILVANDO BRITO SANTOS,3313.418,20715,6.25,97.8,0.554,4.07,46905.85419,41893.12891,11664.59,
2923357,ourolandense,JOS&Eacute; RAIMUNDO ARAUJO DE SOUZA,1544.988,19243,12.46,97.7,0.56,12.15,43405.64817,37110.24298,14043.67,
2923407,monte-altense,MANOEL RUBENS VICENTE DA CRUZ,2560.027,20078,7.84,99.0,0.586,12.66,41720.59824,41287.66277,9529.56,
2923506,palmeirense,RICARDO OLIVEIRA GUIMAR&Atilde;ES,737.454,10339,14.02,96.2,0.643,19.87,22698.50513,19909.47555,10499.75,
2923605,paramirinhense,GILBERTO MARTINS BRITO,1087.06,20347,18.72,96.7,0.615,16.74,49298.07611,50279.9929,10636.57,
2923704,paratinguense,MARCEL JOS&Eacute; CARNEIRO DE CARVALHO,2624.998,29252,11.14,98.9,0.59,9.41,87525.28025,69332.31787,7867.5,
2923803,paripiranguense,JUSTINO DAS VIRGENS NETO,442.186,26604,60.16,97.4,0.577,7.12,52055.3243,46524.39398,15045.66,
2924009,paulo-afonsino,LUIZ BARBOSA DE DEUS,1544.388,112870,73.08,96.4,0.674,14.29,325776.21973,292032.05589,35720.75,
2924058,p&eacute;-de-serrense,EDGAR CARNEIRO MIRANDA,596.771,13243,22.19,98.0,0.587,13.51,31201.42673,30292.00183,8788.45,
2924207,pedro-alexandrense,YURI CESAR DE ANDRADE MENEZES,889.572,13954,15.69,94.4,0.513,15.79,35432.8266,36044.64602,8714.53,
2924306,piat&atilde;ense,MARCOS PAULO SANTOS AZEVEDO,1825.857,20086,11.0,98.6,0.571,4.18,43894.82413,41154.22853,9345.97,
2924405,pil&atilde;o-arcadense,ORGETO BASTOS DOS SANTOS,11597.923,35357,3.05,95.8,0.506,14.9,111897.13376,85967.29866,8062.91,
2924504,pindaiense,JOAO EVANGELISTA VEIGA PEREIRA,628.468,14731,23.44,98.5,0.603,-,35307.47698,31529.90574,14511.32,
2924603,pindoba&ccedil;uense,DAVID MENEZES FARIAS,495.845,19083,38.49,98.6,0.577,15.27,58461.43613,53873.39694,7827.61,
2924652,pintadense,VALCYR ALMEIDA RIOS,647.144,10325,15.95,96.7,0.612,13.89,25100.88014,22693.31034,9287.95,
2924702,piripaense,FLAVIO OLIVEIRA ROCHA,511.756,9152,17.88,97.3,0.575,32.26,24243.50195,22262.34132,7393.68,
2924801,piritibano,SAMUEL OLIVEIRA SANTANA,980.328,17566,17.92,97.9,0.578,14.63,43348.92156,45388.15278,6822.08,
2924900,planaltinense,RONALDO LISBOA DA SILVA,955.454,8022,8.4,96.6,0.572,12.82,21737.58934,19818.33863,7871.13,
2925006,planaltense,CLOVES ALVES ANDRADE,769.0,23135,30.08,97.1,0.56,13.51,51742.30249,49851.21481,9904.66,
2925105,po&ccedil;oense,IRENILDA CUNHA DE MAGALHAES,937.855,48293,51.49,96.5,0.604,15.38,92723.55153,92443.01307,10803.37,
2925253,ponto-novense,THIAGO GILLENO SALES DE OLIVEIRA,530.144,17938,33.84,98.1,0.58,19.46,37618.37655,36066.74569,8390.17,
2925402,potirag&uuml;ense,JORGE PORTO CHELES,1111.567,10274,9.24,97.6,0.625,18.87,23530.84157,24313.23835,14720.38,
2925600,presidutrense,ROBERTO CARLOS ALVES DE SOUZA,232.064,15130,65.2,96.0,0.614,6.71,33601.91732,31674.49637,7872.89,
2925709,janio-quadrense,L&Eacute;LIO ALVES BRITO J&Uacute;NIOR,1208.549,12621,10.44,97.0,0.542,8.2,31640.87157,29266.96411,7907.83,
2925808,queimadense,ANDRE LUIZ ANDRADE,2011.06,25978,12.92,98.0,0.592,6.01,53166.18389,50355.01733,9742.79,
2925907,quijinguense,WELIGTON CAVALCANTE DE GOIS,1380.798,25272,18.3,98.4,0.544,26.58,57500.29169,56522.86641,7619.67,
2925931,quixabeirense,REGINALDO SAMPAIO SILVA,366.387,9461,25.82,98.6,0.578,10.2,21339.6533,20414.3875,7684.19,
2925956,jambeirense,CIBELE OLIVEIRA DE CARVALHO,1090.552,19662,18.03,96.3,0.564,18.78,52238.75297,51871.14847,14951.78,
2926004,remansense,MARCOS CARVALHO PALMEIRA,4573.505,40586,8.87,96.3,0.579,17,82739.68547,81204.18515,10326.17,
2926103,retirolandense,ALIVANALDO MARTINS DOS SANTOS,242.329,13651,56.33,98.5,0.636,5.71,30876.64528,28621.12602,9547.9,
2926202,riach&atilde;o-nevense,MIGUEL CRISOSTOMO BORGES NETO,5977.931,21642,3.62,95.0,0.578,36.79,68541.30732,59314.80186,60969.85,
2926301,jacuipense,JOSE CARLOS DE MATOS SOARES,1155.418,33386,28.9,98.3,0.628,7.83,60702.33541,56972.88543,10771.93,
2926400,riachense,TITO EUGENIO CARDOSO DE CASTRO,3183.911,30711,9.65,96.8,0.615,14.75,65513.56574,61848.95812,8193.4,
2926509,amparense,JOS&Eacute; GERMANO SOARES DE SANTANA,644.229,13841,21.48,98.8,0.512,16.95,34660.18203,34724.69003,12055.56,
2926608,pombalense,ERIKSSON SANTOS SILVA,1252.144,54010,43.13,96.6,0.601,17.78,173551.92594,117666.81566,12187.85,
2926657,ribeirense,HERBERT GONCALVES DE OLIVEIRA,1363.7,9740,7.14,97.7,0.54,28.04,24982.04188,23149.93301,18578.93,
2926707,rio-contense,CRISTIANO CARDOSO DE AZEVEDO,1115.252,13184,11.82,97.9,0.605,29.2,25827.025,23415.36745,10983.64,
2926806,rio-antoniense,GERSON DE SOUZA RIBEIRO,777.903,13146,16.9,96.5,0.576,7.69,30557.81948,29599.654,7453.72,
2926905,rio-pirense,GILVANIO ANTONIO DOS SANTOS,656.223,10497,16.0,97.2,0.594,23.53,26607.98372,24741.16696,7965.2,
2927101,rodelense,EMANUEL RODRIGUES FERREIRA,2207.159,10308,4.67,96.5,0.632,10.87,24432.68379,22587.60732,11276.26,
2927200,rui-barbosense,LUIZ CLAUDIO MIRANDA PIRES,1991.772,28282,14.2,97.9,0.61,14.56,59165.40163,57077.5991,9998.7,
2927507,barbarense,EDIFRANCIO DE JESUS OLIVEIRA,347.021,20952,60.38,99.0,0.583,13.04,37583.39303,32501.86867,7870.29,
2927606,santa-brigidense,ELTON CARLOS MAGALH&Atilde;ES,934.461,14965,16.01,97.2,0.546,-,34667.39877,32418.79486,8517.85,
2927903,santinense,HERMESON NOVAES ELOI,379.27,10300,27.16,98.3,0.574,9.71,22554.33073,20594.3248,7016.57,
2928000,luzense,ARISM&Aacute;RIO BARBOSA J&Uacute;NIOR,1623.445,37834,23.3,97.5,0.598,9.45,77592.00435,64697.85998,11003.97,
2928109,santa-mariense,ANT&Ocirc;NIO ELSON MARQUES DA SILVA,1984.91,38604,19.45,98.9,0.614,19.12,101656.45329,90264.38387,12643.84,
2928208,santanense,MARCO AUR&Eacute;LIO DOS SANTOS CARDOSO,1909.353,24755,12.97,99.7,0.608,16.56,54171.44763,54837.51766,10917.42,
2928307,santanopolinense,GILSON CERQUEIRA ALMEIDA,222.686,8716,39.14,99.0,0.592,-,20897.81198,18969.22509,7242.36,
2928406,santa-ritense,JOS&Eacute; BENEDITO ROCHA ARAG&Atilde;O,6030.491,27390,4.54,97.7,0.605,20.73,58258.18723,55366.9627,8935.28,
2928505,santa-teresinhense,AGNALDO FIGUEIREDO ANDRADE,719.257,10441,14.52,97.5,0.587,27.03,25459.72435,24052.00805,7947.88,
2928802,santo-estevense,ROGERIO DOS SANTOS COSTA,360.334,52274,145.07,97.7,0.626,14.11,94418.14181,88792.55053,13948.27,
2928950,s&atilde;o-dominguense,ILARIO ANTONIO NETO RIOS CARNEIRO,289.963,8426,29.06,97.7,0.64,-,21735.55097,19438.57794,9761.25,
2929057,s&atilde;o-felense,JUTAI EUDES RIBEIRO FERREIRA,1751.671,15194,8.67,97.6,0.639,4,64869.25188,46120.5886,13046.58,
2929255,s&atilde;o-gabrielense,HIPOLITO RODRIGUES SILVA GOMES,1146.054,18600,16.23,97.1,0.592,13.45,40295.6358,39852.96965,7272.8,
2929370,jacuipense,ALBERLAN PERIS MOREIRA DA CUNHA,362.365,10187,28.11,98.5,0.552,15.63,26913.33027,25494.22012,9427.34,
2929701,satirense,PEDRO RAIMUNDO SANTANA DA CRUZ,949.223,16008,16.86,97.2,0.527,23.26,43654.92041,43129.38307,13682.73,
2929800,saudense,AUCICLEI COSTA RODRIGUES,509.098,10478,20.58,97.1,0.549,18.35,25226.80183,23922.67712,7416.68,
2929909,seabrense,F&Aacute;BIO MIRANDA DE OLIVEIRA,2402.17,46160,19.22,98.1,0.635,11.24,82574.68234,78997.02284,12464.77,
2930006,sebastianense,PEDRO ANT&Ocirc;NIO PEREIRA MALHEIROS,1984.511,9360,4.72,96.7,0.615,12.2,27752.20597,25725.95897,8443.06,
2930105,bonfinense,LA&Eacute;RCIO MUNIZ DE AZEVEDO JUNIOR,789.361,74490,94.37,98.0,0.666,13.86,129265.48335,125534.17838,11999.31,
2930154,serra-malhense,ELI CARLOS DOS ANJOS SANTOS,2340.684,34222,14.62,97.4,0.595,12.39,76450.31404,75809.26954,11389.01,
2930204,sento-seense,ANA LUIZA RODRIGUES DA SILVA PASSOS,11980.172,38158,3.19,97.5,0.585,12.02,87580.99159,86266.23456,24080.45,
2930303,serra-douradense,AUZENILDO SOUZA COSTA,1592.245,17066,10.72,98.8,0.608,13.89,40416.18724,39061.08153,10602.67,
2930402,serra-pretense,FRANKLIN LEITE DA SILVA,595.297,17996,30.23,98.1,0.566,-,33869.67273,31869.8351,8428.86,
2930501,serrinhense,ADRIANO SILVA LIMA,583.314,80435,137.89,97.3,0.634,11.35,144189.16898,147655.41665,12446.33,
2930600,serrolandense,GILDO MOTA BISPO,322.022,13335,41.41,98.8,0.59,-,31618.88273,27631.05684,7946.89,
2930758,s&iacute;tio-matense,CASSIO GUIMARAES CURSINO,1627.806,13408,8.24,98.8,0.564,21.05,31410.51677,34563.97647,9040.41,
2930766,s&iacute;tio-quintense,JAIR JESUS DOS SANTOS,684.089,14773,21.6,97.9,0.533,-,26219.16061,24007.72082,11313.06,
2930774,sobradinhense,REGIS CLEIVYS SAMPAIO BETO,1355.972,25475,18.79,97.8,0.631,18.48,72002.69787,63784.69886,39154.65,
2930808,souto-soarense,ANDRE LUIZ SAMPAIO CARDOSO,1026.634,17058,16.62,97.1,0.592,12.88,40234.22336,37842.78005,7701.77,
2930907,taboquense,FLAVIO DA SILVA CARVALHO,1437.189,11979,8.34,98.2,0.584,22.22,35722.00414,35255.64688,15762.49,
2931004,tanha&ccedil;uense,JO&Atilde;O FRANCISCO SANTOS,1277.514,21006,16.44,98.2,0.577,15.81,42554.93205,40478.16596,10801.41,
2931053,tanque-novense,PAULO RICARDO BONFIM CARNEIRO,729.516,17158,23.52,98.4,0.599,-,40900.81391,41575.13007,9848.69,
2931103,tanquinhense,JOSE LUIZ DOS SANTOS REIS,243.839,7717,31.65,96.0,0.597,-,17522.9574,15218.87657,7342.65,
2931301,tapiramutaense,ROBERTO VENANCIO DOS SANTOS,714.691,15818,22.13,95.0,0.594,8.23,45398.93872,38265.41359,7292.23,
2931509,teofilandense,HIGO MOURA MEDEIROS,351.892,21176,60.18,96.8,0.566,3.8,50290.6003,46803.75223,7689.09,
2931806,tremedalense,JOS&Eacute; CARLOS VIEIRA BAHIA,2010.316,16296,8.11,96.6,0.528,-,39534.77221,38014.47651,7852.2,
2931905,tucanense,RICARDO MAIA CHAVES DE SOUZA FILHO,2198.237,48738,22.17,98.2,0.579,7.05,97492.96396,91397.63151,9965.53,
2932002,uauaense,MARCOS HENRIQUE LOBO ROSA,3060.116,24665,8.06,97.3,0.605,20.77,52559.46647,48746.72248,9371.11,
2932101,ubairense,LUCIO PASSOS MONTEIRO,659.08,18626,28.26,97.8,0.582,10.05,43517.33611,42369.37072,12552.39,
2932408,uibaiense,UBIRACI ROCHA LEVI,545.298,13432,24.63,97.7,0.617,-,30980.92676,28076.47374,7584.98,
2932457,umburanense,ROBERTO BRUNO SILVA,1775.633,13642,7.68,95.7,0.515,14.49,40813.85382,38764.13824,8172.13,
2932606,urandiense,WARLEI OLIVEIRA DE SOUZA,902.402,15355,17.02,98.1,0.598,12.27,37548.73892,35237.85018,11711.21,
2932804,utinguense,JOYUSON VIEIRA SANTOS,633.76,16277,25.68,96.9,0.59,-,39723.76228,37798.99072,9136.21,
2933000,valentense,UBALDINO AMARAL DE OLIVEIRA,394.877,24362,61.7,98.7,0.637,15.21,53524.236,48327.18347,8524.97,
2933059,varzeano,DANILLO SANTOS SALES RIOS,468.407,13797,29.46,97.9,0.539,25,35390.50364,29896.54287,7466.61,
2933109,varzeapense,MANOEL CARNEIRO FILHO,206.478,8101,39.23,98.8,0.575,11.36,18750.01178,18332.30996,10636.93,
2933158,v&aacute;rzea-novense,JOAO HEBERT ARAUJO DA SILVA,1225.892,13377,10.91,95.9,0.555,11.49,34410.65899,29221.4907,16480.26,
2933307,conquistense,ANA SHEILA LEMOS ANDRADE,3254.186,370868,113.97,96.8,0.678,10.24,637789.54234,605294.52538,20905.86,
2933406,wagnense,ELTER SILVA BASTOS,522.37,9503,18.19,96.6,0.587,10.1,19836.47727,17875.65457,8587.78,
2933455,wanderleiense,FERNANDA SILVA S&Aacute; TELES,2920.579,12968,4.44,96.1,0.6,6.1,33377.36549,31038.25383,12281.0,
2933604,xiquexiquense,REINALDO TEIXEIRA BRAGA FILHO,5079.662,44757,8.81,96.9,0.585,11.68,103379.3268,102019.4013,8961.01,
2300101,abaiarense,AFONSO TAVARES LEITE,180.833,10038,55.51,96.7,0.628,19.87,29043.96353,26827.90366,9158.04,
2300150,acarapense,FRANCISCO EDILBERTO BESERRA BARROSO,130.002,14027,107.9,96.8,0.606,5.35,38762.5354,36800.46805,10317.47,
2300200,acarauense,ANA FL&Aacute;VIA RIBEIRO MONTEIRO,842.471,64806,76.92,96.8,0.601,5.92,132656.38793,109899.29715,13261.89,
2300309,acopiarense,ANT&Ocirc;NIO ALMEIDA NETO,2254.279,44962,19.95,97.2,0.595,20.18,153148.70946,125356.16693,9432.25,
2300408,aiuabense,RAMILSON ARAUJO MORAES,2438.563,14076,5.77,97.5,0.569,15.08,37794.63071,33776.93227,8642.9,
2300507,alcantarense,JOAQUIM FREIRE CARVALHO,135.76,11369,83.74,97.7,0.6,-,28047.7779,28990.81921,7674.08,
2300606,altaneirense,FRANCISCO DARIOMAR RODRIGUES SOARES,72.675,6782,93.32,95.7,0.602,9.43,31688.0261,24034.7098,8560.21,
2300705,alto-santense,JOSE JOENI HOLANDA DE ARAUJO,1147.208,14155,12.34,96.5,0.601,12.12,40704.75209,35934.2694,11725.03,
2300754,amontadense,FLAVIO CESAR BRUNO TEIXEIRA FILHO,1175.044,42156,35.88,97.0,0.606,8.72,104596.02325,100940.29595,12195.24,
2300804,antonino ou antoninense,ANTONIO ROSENO FILHO,259.706,7245,27.9,95.7,0.599,11.11,21091.60042,19508.59033,9279.79,
2300903,apuiareense,IRIS MARIA CRUZ DE LIMA,543.98,12893,23.7,98.6,0.618,-,43151.1677,36822.04468,7642.48,
2301109,aracatiense,BISMARCK COSTA LIMA PINHEIRO MAIA,1227.197,75112,61.21,98.5,0.655,9.33,227561.34007,185621.26216,19713.63,
2301208,aracoiabense,THIAGO CAMPELO NOGUEIRA,643.988,25553,39.68,96.5,0.615,8.7,66969.90402,70353.85927,9885.68,
2301257,ararendaense,ALEXANDRE FELIX DUTRA,342.301,11096,32.42,98.9,0.59,7.04,30233.21546,28244.06253,8097.17,
2301307,araripense,CICERO FERREIRA DA SILVA,1097.339,19783,18.03,96.3,0.564,12.01,69217.32083,59671.85451,8762.18,
2301406,aratubano,JOERLY RODRIGUES VICTOR,119.758,11224,93.72,97.0,0.622,13.51,49123.73328,31633.95958,13301.76,
2301505,arneirozense,ANT&Ocirc;NIO MONTEIRO PEDROSA FILHO,1068.437,7429,6.95,97.6,0.618,32.61,11.50649,20466.42208,8467.35,
2301604,assareense,JOSE LIBORIO LEITE NETO,1155.124,21697,18.78,96.6,0.6,11.07,52234.57079,42903.24791,11597.22,
2301703,aurorense,MARCONE TAVARES DE LUNA,885.87,23714,26.77,97.9,0.605,9.12,52517.28398,46765.06558,8649.66,
2301802,baixiense,JOS&Eacute; HUMBERTO MOURA RAMALHO,145.556,5704,39.19,97.9,0.627,-,23630.68618,21367.08949,10232.14,
2301851,banabuiense,FRANCISCO HERMES NOBRE,1080.986,17195,15.91,98.0,0.606,8.13,46068.89785,42192.55666,11453.61,
2301901,barbalhense,GUILHERME SAMPAIO SARAIVA,608.158,75033,123.38,98.3,0.683,6.26,243774.85895,227251.72162,19552.45,
2301950,barreirense,MARIA AUXILIADORA BEZERRA FECHINE,260.003,22391,86.12,97.8,0.616,25.28,49562.61395,44585.4676,9089.71,
2302008,barrense,JOS&Eacute; MARQUIN&Eacute;LIO TAVARES,711.346,19381,27.25,97.1,0.599,13.7,41340.96125,39319.66277,9940.27,
2302057,barroquinhense,JAIME VERAS SILVA FILHO,385.583,14567,37.78,97.9,0.571,4.9,39700.27383,35936.40334,8169.54,
2302107,baturiteense,HERBERLH FREITAS REIS CAVALCANTE MOTA,314.075,35218,112.13,95.9,0.619,16.39,74220.66741,67628.88549,11616.09,
2302206,beberibense,MICHELE CARIELLO DE S&Aacute; QUEIROZ ROCHA,1596.751,53114,33.26,98.2,0.638,17.27,119759.00352,114373.58263,17933.94,
2302305,bela-cruzense,JOSE OTACILIO DE MORAIS NETO,842.106,32775,38.92,98.9,0.623,23.32,54874.52308,54813.93035,8152.92,
2302404,boa-viagense,JOSE CARNEIRO DANTAS FILHO,2835.037,50411,17.78,97.6,0.598,10.84,103721.3768,98299.87318,9284.37,
2302503,brejo-santense,MARIA GISLAINE SANTANA SAMPAIO LANDIM,654.658,51090,78.04,92.5,0.647,10.23,170601.2427,147722.76868,14200.26,
2302602,camocimense,MARIA ELIZABETE MAGALHAES,1120.452,62326,55.63,97.8,0.62,12.63,184054.11674,163720.78207,11558.46,
2302701,campos-salense,JO&Atilde;O LUIZ LIMA SANTOS,1082.582,25135,23.22,98.3,0.63,21.21,72422.3074,64018.70805,11256.58,
2302800,canindeense,MARIA DO ROS&Aacute;RIO ARA&Uacute;JO PEDROSA XIMENES,3032.39,74174,24.46,97.5,0.612,12.46,208998.68705,198932.36748,12879.01,
2302909,capistranense,ANTONIO SOARES SARAIVA JUNIOR,226.549,17254,76.16,96.3,0.611,12.05,44410.43366,47389.11605,10611.27,
2303006,caridadense,MARIA SIMONE FERNANDES TAVARES,926.271,16377,17.68,97.3,0.592,18.87,42361.98869,44059.92572,7855.74,
2303105,carireense,ANTONIO RUFINO MARTINS,755.597,17632,23.34,97.9,0.596,7.87,51159.84298,45628.31527,9460.38,
2303204,cariria&ccedil;uense,JOS&Eacute; EDMILSON LEITE BARBOSA,634.179,26320,41.5,96.1,0.578,5.05,59523.756,55442.10147,9186.37,
2303303,cariuense,ANTONIO WILAMAR PALACIO DE OLIVEIRA,1036.417,17015,16.42,97.1,0.597,17.75,43117.00843,38533.8984,8778.94,
2303402,carnaubalense,JOSE WELITON SOUZA LEITE,363.22,17210,47.38,97.1,0.593,8.89,44400.99881,39292.32944,8613.36,
2303501,cascavelense,TIAGO LUTIANI OLIVEIRA RIBEIRO,838.115,72626,86.65,96.7,0.646,2.98,157576.13841,146954.71201,13215.06,
2303600,catarinense,THIAGO PAES DE ANDRADE RODRIGUES,488.153,10243,20.98,94.3,0.618,7.41,48412.85619,40082.53852,6695.21,
2303659,catundense,RAVENNA FERNANDES GOMES MESQUITA LIMA,784.022,10444,13.32,98.7,0.609,9.62,30300.18724,29143.06431,10064.47,
2303709,caucaiense,VITOR PEREIRA VALIM,1223.246,355679,290.77,96.3,0.682,12.88,629854.17239,567292.53099,19873.31,
2303808,cedrense,JO&Atilde;O BATISTA DINIZ,729.97,22344,30.61,97.5,0.627,11.11,73911.85398,51532.51825,8835.04,
2303907,chavalense,SEBASTI&Atilde;O SOTERO VERAS,237.248,12462,52.53,97.4,0.586,6.02,28808.14599,30309.62554,7770.61,
2303931,choroense,MARCONDES DE HOLANDA JUC&Aacute;,815.268,12113,14.86,97.2,0.585,14.18,39483.61716,32665.65548,12734.33,
2303956,chorozinhense,FRANCISCO DE CASTRO MENEZES J&Uacute;NIOR,296.431,20163,68.02,97.4,0.604,11.11,53830.39622,47230.75267,16662.27,
2304004,coreauense,JOSE EDEZIO VAZ DE SOUZA,750.332,20952,27.92,97.5,0.61,3.08,51937.11674,47475.59126,8215.03,
2304103,crateuense,MARCELO FERREIRA MACHADO,2981.459,76390,25.62,97.5,0.644,13.25,140243.49492,139963.52378,11910.99,
2304202,cratense,JOS&Eacute; AILTON DE SOUSA BRASIL,1138.15,131050,115.14,97.8,0.713,10,263007.65557,226354.59361,12922.73,
2304236,croataense,RONILSON FRANCISCO DE OLIVEIRA,696.348,17481,25.1,97.4,0.59,19.53,44431.21556,43136.46883,11348.0,
2304251,cruzense,JO&Atilde;O MUNIZ SOBRINHO,335.921,29628,88.2,98.5,0.632,9.09,66832.45706,53862.87242,11839.21,
2304269,irapuense,FRANCISCO GILDECARLOS PINHEIRO,471.134,8932,18.96,99.3,0.609,-,28587.71263,24445.95004,9105.25,
2304277,erereense,FRANCISCO OTONI DE QUEIROZ MOURA,362.906,6474,17.84,98.0,0.61,27.78,20139.95203,19068.06015,9259.84,
2304301,farias-britense,FRANCISCO AUSTRAGEZIO SALES,530.54,18217,34.34,99.3,0.633,28.93,51471.39926,44726.55491,10748.94,
