,CDESTACAO,SGUF,ENTIDADE,CORPODAGUA,LATITUDE,LONGITUDE,MIN_2019,MIN_2020,MIN_2021,MED_2019,MED_2020,MED_2021,MAX_2019,MAX_2020,MAX_2021
331,AI02,PR,IAP,Rio Timbu,-25.370755,-49.08615,,,,,,,,,
332,AI29,PR,IAP,Rio Passaúna,-25.365175,-49.354847,,,,,,,,,
333,AI28,PR,IAP,Rio Passaúna,-25.348431,-49.339852,,,,,,,,,
334,81120000,PR,Águas Paraná,Rio Piedade,-25.341793,-49.184368,,,,,,,,,
335,65006040,PR,Águas Paraná,Rio Palmital,-25.321998,-49.162216,,51.744921,51.744921,,64.263882,68.106939,,76.52636,75.72756
336,AI27,PR,IAP,Rio Passaúna,-25.31032,-49.365481,,,,,,,,,
337,AI46,PR,IAP,Rio Tumiri,-25.307833,-49.186771,,,,,,,,,
338,AI72,PR,IAP,Rio Pequeno,-25.30618,-49.183747,,,,,,,,,
339,65019520,PR,Águas Paraná,Rio Barigui,-25.286722,-49.286722,,,,,,,,,
340,AI57,PR,IAP,Rio Barigui,-25.286255,-49.283264,,,,,,,,,
341,MADE21700,SP,CETESB,Mar de Dentro,-24.993889,-47.946667,,63.2403,,,68.765299,,,72.090411,
342,JAIN02500,SP,CETESB,Rio Jacupiranguinha,-24.728889,-48.111111,,49.157619,,,62.340576,,,68.516848,
343,GUAU02950,SP,CETESB,Rio Guaraú,-24.7225,-48.048611,,59.881151,,,72.342324,,,76.416116,
344,RIIG02900,SP,CETESB,Rio Ribeira de Iguape,-24.695278,-47.569722,,53.42407,,,64.668573,,,74.144728,
345,JAPI02100,SP,CETESB,Rio Jacupiranga,-24.693611,-48.008056,,46.918101,,,53.032192,,,56.965088,
346,PAÇU02600,SP,CETESB,Rio Pariquera-Açu,-24.659167,-47.869722,,45.418846,,,60.645009,,,69.680041,
347,RIBE02500,SP,CETESB,Rio Ribeira,-24.654167,-48.826944,,53.996723,49.134153,,71.51685,72.151697,,78.055571,82.055964
348,RIIG02995,SP,CETESB,Rio Ribeira de Iguape,-24.649167,-47.394444,,56.94385,,,64.437608,,,70.699583,
349,BETA02900,SP,CETESB,Rio Betari,-24.603889,-48.611389,,73.294577,,,76.327139,,,78.950357,
350,RIIG02500,SP,CETESB,Rio Ribeira de Iguape,-24.489167,-47.834722,,48.780979,,,60.425464,,,75.410136,
351,RIBE02900,SP,CETESB,Rio Ribeira,-24.392778,-47.928056,,51.498205,,,69.102647,,,79.447817,
352,PETO02900,SP,CETESB,Rio Preto - UGRHI 07,-24.328889,-47.006111,44.915981,,,51.351344,,,60.438639,,
353,JUQI02900,SP,CETESB,Rio Juquiá,-24.322222,-47.638056,,61.204018,,,68.890796,,,72.426561,
354,NAEM 02900,SP,CETESB,Rio Itanhaém,-24.187778,-46.793333,,,,,,,,,
355,NAEM02850,SP,CETESB,Rio Itanhaém,-24.1822,-46.7958,55.896443,,,60.465555,,,65.066901,,
356,BACO02950,SP,CETESB,Rio Branco (Itanhaém),-24.082222,-46.801389,59.219827,,,66.738652,,,74.628872,,
357,64843000,PR,Águas Paraná,Rio Paraná,-24.066667,-54.25,,,,,,,,,
358,MARO22800,SP,CETESB,Rio Santo Amaro,-23.982222,-46.268333,26.262602,,,35.164902,,,52.401016,,
359,REIS02900,SP,CETESB,Rio Canal Barreiros,-23.974722,-46.388611,,56.222016,,,60.268555,,,65.438992,
360,TAQR02400,SP,CETESB,Rio Taquari,-23.974167,-48.917222,,49.118318,49.118318,,64.600503,70.688785,,74.419346,77.915593
361,CATA23850,SP,CETESB,Rio Catarina Moraes,-23.949722,-46.387222,,20.631452,,,26.131693,,,31.836502,
362,JUQI00800,SP,CETESB,Rio Juquiá,-23.941389,-47.0925,,62.736069,,,71.929292,,,78.433653,
363,ANCO02900,SP,CETESB,Rio Branco,-23.934722,-46.464444,47.680603,,,54.770656,,,60.644501,,
364,SABO22500,SP,CETESB,Rio Saboó,-23.930833,-46.349722,,23.922475,,,31.115688,,,39.431093,
365,APIA02600,SP,CETESB,Rio Apiaí-Guaçu,-23.9275,-48.6561,,69.114403,74.604536,,75.295795,77.346221,,80.748484,80.548449
366,CAMO00900,SP,CETESB,Reservatório Capivari-Monos,-23.9225,-46.729444,62.968663,,,70.598333,,,78.647669,,
367,CUBA02700,SP,CETESB,Rio Cubatão,-23.888333,-46.455278,,69.656579,,,73.13332,,,75.929456,
368,SMIG02800,SP,CETESB,Rio São Miguel Arcanjo,-23.888333,-48.025556,,52.543324,52.543324,,62.307399,61.393346,,73.370978,71.825518
369,CUBA03900,SP,CETESB,Rio Cubatão,-23.882778,-46.413611,,57.086333,,,62.039341,,,67.282003,
370,CURU02800,SP,CETESB,Rio Curucutu,-23.8825,-46.6186,,47.229118,47.229118,,60.869139,65.223304,,74.303858,74.303858
371,CFUG02900,SP,CETESB,Canal de Fuga II da UHE Henry Borden,-23.876667,-46.4525,,79.599337,,,82.328689,,,88.567571,
372,CIPO00900,SP,CETESB,Ribeirão do Cipó,-23.871667,-46.804722,,34.646641,33.416527,,46.488923,49.363678,,57.881705,57.881705
373,PERE02900,SP,CETESB,Rio Perequê,-23.868333,-46.417778,,69.364265,,,73.046984,,,78.967019,
374,PIAC02700,SP,CETESB,Rio Piaçaguera,-23.8575,-46.3925,,34.687708,,,42.048037,,,48.324737,
375,MOJI02800,SP,CETESB,Rio Moji,-23.852222,-46.378056,,35.705943,,,56.787746,,,74.949755,
376,TURR02800,SP,CETESB,RIO Turvo- UGHRI 14,-23.85,-48.210833,,62.598343,65.346934,,72.61353,72.015651,,79.484056,80.162952
377,RCOL02500,SP,CETESB,Ribeirão Colônia,-23.8467,-46.6975,,15.36543,13.540706,,25.554515,27.466338,,37.374526,55.993571
378,BITQ00100,SP,CETESB,Braço do Ribeirão Taquacetuba,-23.844722,-46.655556,,56.793579,,,75.160229,,,88.848739,
379,IPAU02900,SP,CETESB,Rio Itapanhaú,-23.836111,-46.163333,58.197319,,,65.179196,,,69.68995,,
380,EMGU00800,SP,CETESB,Rio Embu-Guaçu,-23.826111,-46.808889,,59.363612,61.083639,,65.294742,67.762119,,71.835009,76.178341
381,RYTA00800,SP,CETESB,Ribeirão Santa Rita,-23.8242,-46.8217,,47.448832,46.555056,,54.323817,54.865379,,61.439998,62.641736
382,ABRA02950,SP,CETESB,Ribeirão Água Branca,-23.819444,-45.368333,,54.256108,,,64.448661,,,70.249499,
383,ABAN02800,SP,CETESB,Córrego Água Branca,-23.8194,-47.8531,,59.207292,56.748645,,65.316923,64.645089,,72.050174,72.050174
384,TOCA02900,SP,CETESB,Córrego das Tocas,-23.818889,-45.355833,,70.050484,76.990007,,77.502939,78.218475,,86.02746,79.83891
385,BILL02900,SP,CETESB,Reservatório Billings,-23.817778,-46.523056,,81.223565,,,86.454551,,,90.714912,
386,QLOM02950,SP,CETESB,Rio Quilombo,-23.809722,-45.365278,,35.632311,38.031786,,42.393538,48.725151,,49.610642,67.043604
387,MARE02900,SP,CETESB,Rio Maresias,-23.793333,-45.555,,64.312482,,,68.499564,,,74.737915,
388,PARE00600,SP,CETESB,Rio Parelheiros,-23.7931,-46.7306,,17.603552,17.603552,,22.250377,22.442947,,35.081262,35.081262
389,BIRP00500,SP,CETESB,Braço do Rio Pequeno,-23.791111,-46.470556,,84.39638,,,86.617811,,,91.72498,
390,BILL02500,SP,CETESB,Reservatório Billings,-23.790833,-46.598333,,44.884541,,,78.00579,,,91.386125,
391,BOIC02950,SP,CETESB,Rio Boiçucanga,-23.783889,-45.620278,,70.943104,,,78.074242,,,85.71632,
392,YTAI00900,SP,CETESB,Córrego ITAIM,-23.7811,-46.7253,,20.875809,20.467915,,30.493046,29.934076,,47.222644,47.222644
393,ITAE02900,SP,CETESB,Rio Itaguaré,-23.78,-45.970833,63.267823,,,67.24292,,,71.077965,,
394,IPAU02600,SP,CETESB,Rio Itapanhaú,-23.7769,-46.0533,77.437014,,,78.266201,,,79.284523,,
395,NSRA02900,SP,CETESB,Rio Nossa Senhora da Ajuda,-23.776667,-45.3575,,56.047135,,,66.797902,,,74.563734,
396,BURI02950,SP,CETESB,Rio Camburi,-23.775556,-45.6475,,62.416022,,,67.913165,,,72.140477,
397,SAHI02950,SP,CETESB,Rio Saí,-23.771389,-45.688333,,66.669307,,,73.491649,,,82.110916,
398,RGDE02900,SP,CETESB,Reservatório do Rio Grande,-23.771111,-46.534167,56.744709,,,80.56275,,,89.245634,,
399,RUNA02950,SP,CETESB,Rio Una - UGRHI 03,-23.765,-45.762222,,67.036786,,,71.968348,,,78.119406,
400,BALD02700,SP,CETESB,Vala de Escoamento à direita na Praia da Baleia,-23.758333,-45.67,,57.947905,,,62.211762,,,68.685586,
401,BALE02700,SP,CETESB,Vala de Escoamento à esquerda na Praia da Baleia,-23.757778,-45.673333,,48.187691,,,58.07636,,,62.789951,
402,SAFO00300,SP,CETESB,Rio São Francisco,-23.756944,-45.416944,,73.321425,69.753211,,77.943533,77.465234,,84.65145,90.85552
403,GUAR00100,SP,CETESB,Reservatório do Guarapiranga,-23.754167,-46.726944,,41.896635,,,55.792641,,,71.571642,
404,REIM02800,SP,CETESB,Córrego Reimberg ou Cocaia,-23.7536,-46.6878,,15.380392,14.941319,,22.081039,20.363045,,34.841176,34.841176
405,XPIM00700,SP,CETESB,Córrego do Crispim,-23.7528,-46.7889,,19.566348,19.566348,,32.275134,34.04174,,38.944208,41.940005
406,TUBA02900,SP,CETESB,Rio Guaratuba,-23.752222,-45.894444,64.715007,,,68.449571,,,71.374569,,
407,BILL02100,SP,CETESB,Reservatório Billings,-23.749167,-46.647778,,32.39069,,,61.851254,,,75.045125,
408,TANQ00900,SP,CETESB,Córrego Tanquinho,-23.7469,-46.7153,,13.862269,13.10974,,18.900811,17.013226,,24.689606,24.689606
409,,SP,,,-23.746111,-46.404444,40.653649,,51.410092,50.149341,,58.903817,55.36848,,66.106475
410,GADE02800,SP,CETESB,Rio Grande ou Jurubatuba,-23.7444,-46.3869,,56.525124,56.525124,,68.254037,70.101474,,77.384754,77.384754
411,ALVE02800,SP,CETESB,Ribeirão dos Alvarengas,-23.7439,-46.5967,,12.037611,12.037611,,16.20489,16.099956,,20.026382,22.518439
412,RGDE02030,SP,CETESB,Reservatório do Rio Grande,-23.741667,-46.416389,59.431063,,,73.828139,,,83.195865,,
413,RGDE02200,SP,CETESB,Reservatório do Rio Grande,-23.739722,-46.445556,64.878939,,,76.688612,,,86.969084,,
414,JOSE00900,SP,CETESB,Córrego São José,-23.7303,-46.7167,,12.764062,11.371539,,15.620678,14.775743,,21.08756,21.08756
415,ITAR02500,SP,CETESB,Rio Itararé,-23.725556,-49.553056,,51.712257,58.600065,,72.177645,76.545043,,81.009896,83.963767
416,EDRA00900,SP,CETESB,Ribeirão das Pedras,-23.7214,-46.7058,,15.10632,15.10632,,17.432623,17.926886,,23.179498,23.179498
417,EMMI02900,SP,CETESB,Rio Embu-Mirim,-23.720556,-46.785278,,32.345112,29.894312,,42.377823,36.74213,,51.299812,51.047958
418,NITO00600,SP,CETESB,Rio Bonito,-23.7178,-46.7061,,15.403337,15.403337,,22.819176,21.692006,,31.108341,31.108341
419,BILL02030,SP,CETESB,Reservatório Billings,-23.717778,-46.664167,,45.160532,,,58.82815,,,72.546952,
420,GROT02900,SP,CETESB,Ribeirão Grota Funda,-23.7153,-46.6219,,12.241201,11.408666,,13.337741,13.425674,,14.34024,17.710789
421,PIRE02900,SP,CETESB,Ribeirão Pires,-23.714444,-46.429167,24.955034,,32.708025,30.036507,,37.986874,33.002954,,44.599918
422,PIRE02800,SP,CETESB,Ribeirão Pires,-23.7083,-46.4189,,43.710613,38.153714,,47.034736,45.479499,,50.852828,50.852828
423,VERD02750,SP,CETESB,Rio Verde,-23.706944,-49.471111,,49.503715,51.400247,,70.327244,73.56168,,89.337838,89.337838
424,CARO02800,SP,CETESB,Rio Claro - UGRHI 03,-23.7025,-45.488889,,67.823816,71.606157,,73.319164,75.282783,,83.00221,81.236453
425,PINH04100,SP,CETESB,Rio Pinheiros,-23.7025,-46.673889,,28.721463,,,46.807169,,,56.941516,
426,RIJU02900,SP,CETESB,Rio Juqueriquerê,-23.699722,-45.433611,,48.016631,48.016631,,58.989596,59.023012,,69.462317,65.038369
427,TUPU00900,SP,CETESB,Córrego do ITUPU,-23.6953,-46.7625,,12.312784,12.312784,,17.243222,17.372169,,21.600872,23.865444
428,GVIT00900,SP,CETESB,Córrego Guavirutuba,-23.6919,-46.75,,11.234054,11.201013,,12.317216,12.449468,,13.651785,13.651785
429,ZVUS04950,SP,CETESB,Córrego Zavuvus,-23.676389,-46.701111,,15.644726,,,20.696008,,,31.646834,
430,GUAR00900,SP,CETESB,Reservatório do Guarapiranga,-23.674167,-46.727778,,64.924518,,,75.024887,,,84.930214,
431,PINH04250,SP,CETESB,Rio Pinheiros,-23.664722,-46.709722,,16.601933,,,30.696638,,,60.630544,
432,SOBU02800,SP,CETESB,Rio Sorocabuçu,-23.658056,-47.209722,,55.526848,51.03202,,65.881481,65.373082,,72.183182,73.124233
433,RGOA02900,SP,CETESB,Rio Lagoa,-23.656944,-45.429444,,25.889904,,,32.027502,,,39.887389,
434,COGR00900,SP,CETESB,Reservatório das Graças,-23.653333,-46.9675,,70.026904,,,76.974658,,,81.058838,
435,BPRU02300,SP,CETESB,Braço do Ribeirão Paruru,-23.6531,-47.3586,,79.022945,79.022945,,85.495975,85.867015,,92.670848,92.670848
436,TAMT04250,SP,CETESB,Rio Tamanduateí,-23.65,-46.488889,,14.742482,,,20.133412,,,33.383177,
437,JNDI00500,SP,CETESB,Reservatório do Rio Jundiaí - UGRHI 06,-23.649167,-46.197778,,69.94836,79.898125,,84.384472,87.284199,,93.414343,93.414343
438,BUNA02900,SP,CETESB,Rio Una - UGHRI 10,-23.648611,-47.2225,,36.849662,37.438255,,49.460736,45.938731,,58.097249,58.097249
439,CORU04950,SP,CETESB,Ribeirão dos Couros,-23.648333,-46.584167,13.222415,,,15.531557,,,19.000266,,
440,ESSE04800,SP,CETESB,Córrego do Morro do S,-23.6381,-46.7411,,11.302461,,,15.853656,,,31.504761,
441,TAIM00800,SP,CETESB,Rio Taiaçupeba-Mirim,-23.634444,-46.321389,,39.371656,33.052998,,46.427644,47.181719,,55.600415,55.600415
442,SATO02900,SP,CETESB,Rio Santo Antonio,-23.6275,-45.419444,,57.764188,,,65.339852,,,71.054153,
443,SOMI02850,SP,CETESB,Rio Sorocamirim,-23.626111,-47.188889,,52.301968,70.782967,,68.483594,73.718781,,75.277163,77.303704
444,GUAX02950,SP,CETESB,Rio Guaxinduba,-23.620833,-45.376667,,60.372682,68.239748,,69.62155,74.217708,,81.059803,83.67512
445,CORD04950,SP,CETESB,Córrego Parque do Cordeiro,-23.6197,-46.6981,,11.340422,,,16.118881,,,30.38793,
446,PORA02700,SP,CETESB,Rio Pirapora,-23.614722,-47.598889,,40.95902,28.944003,,49.112078,43.805382,,56.405547,54.426191
447,SPRA04850,SP,CETESB,Córrego Águas Espraiadas,-23.614444,-46.689167,,16.578747,,,22.857263,,,31.944861,
448,SOIT02900,SP,CETESB,Reservatório Itupararanga,-23.611667,-47.397778,,84.890722,84.847196,,89.040443,89.67596,,93.581994,93.581994
449,TAMT04500,SP,CETESB,Rio Tamanduateí,-23.610556,-46.544167,,16.155906,,,23.338041,,,34.393419,
450,SOIT02100,SP,CETESB,Reservatório Itupararanga,-23.607222,-47.295556,,81.685831,83.4027,,85.789506,87.576071,,88.97838,91.427271
451,PALT04970,SP,CETESB,Ribeirão Ponte Alta,-23.600833,-48.125278,,27.656314,40.945064,,39.804538,45.183507,,49.784275,49.508848
452,MOVE03400,SP,CETESB,Ribeirão Moinho Velho,-23.6006,-46.8558,,27.515526,,,36.499401,,,43.431145,
453,NINO04900,SP,CETESB,Ribeirão dos Meninos,-23.6,-46.58,,14.456967,,,22.575801,,,40.644123,
454,TRAI04800,SP,CETESB,Córrego da Traição,-23.5992,-46.6861,,37.45478,,,40.907219,,,42.90297,
455,COTI03800,SP,CETESB,Rio Cotia,-23.598889,-46.881389,,33.696938,,,43.069769,,,54.902131,
